Site,site name,Hemisphere,Gams winter,TMAX JUNE,TMIN Jan,P/TSUMMER,June Soil Temp,EVAP SUMMER,NDVI SUMMER,RH SUMMER,SOIL WETNESS SUMMER
53,"Gemmi","N",64.6223617595362,21.2477778,-23.485556,21.9229148768542,3.30444440000002,87.5866666666667,0.366470370666667,83.7017037033333,581.323703666667
73,"Benasque 1","N",63.491006350867,23.2955556,-17.71,9.13239906084506,3.1911111,112.002814826667,0.398892592666667,70.9154444433333,488.151481466667
74,"Benasque 2","N",63.491006350867,23.2955556,-17.71,9.13239906084506,3.1911111,112.002814826667,0.398892592666667,70.9154444433333,488.151481466667
56,"Cabezas de Hierro","N",68.3825406928657,28.4088889,-10.311111,1.77515553325877,7.89000000000004,71.7722962966667,0.531266666666667,48.0440370366667,334.6111111
91,"Dolomites 2","N",70.737432101107,19.7511111,-24.708889,21.6903168087961,0.781111100000032,88.5005185266667,0.421225925666667,85.77674074,572.5185185
94,"Dolomites 5","N",70.858955487592,19.7511111,-24.708889,21.6903168087961,0.781111100000032,88.5005185266667,0.421225925666667,85.77674074,572.5185185
67,"Cathedral Lake 1","N",63.0111780947052,23.9788889,-27.175556,4.31022236609008,0.568888900000047,94.7378518633333,0.535796296666667,62.7237777766667,486.485925933333
52,"Val Bercla","N",65.2326188224927,17.76,-24.243333,24.5671430545227,0.358888900000011,71.3483333366667,0.408607407333333,83.7270740733333,614.858518533333
68,"Cathedral Lake 2_Silene","N",63.0548469577517,23.9788889,-27.175556,4.31022236609008,0.568888900000047,94.7378518633333,0.535796296666667,62.7237777766667,486.485925933333
99,"Cathedral Lake 2_Sax opp","N",63.0548469577517,23.9788889,-27.175556,4.31022236609008,0.568888900000047,94.7378518633333,0.535796296666667,62.7237777766667,486.485925933333
87,"Swiftcurrent High","N",79.5308431236828,25.6,-29.011111,5.68400988837724,-0.692222,101.458666676667,0.556640741,58.0731481466667,412.817037033333
97,"Ptarmigan Cirque","N",80.7507002335922,19.8188889,-31.048889,11.5592553474079,-2.283333,83.1915925933333,0.289648148,69.02477778,518.5162963
77,"Sierra Nevada 1","N",53.4481652675772,25.7655556,-10.23,0.734638464777906,9.04777780000001,57.11188889,0.293218518666667,46.18514815,392.348888866667
92,"Dolomites 3","N",71.0951895546403,19.7511111,-24.708889,21.6903168087961,0.781111100000032,88.5005185266667,0.421225925666667,85.77674074,572.5185185
79,"Sierra Nevada 3","N",53.6834123867519,25.7655556,-10.23,0.734638464777906,9.04777780000001,57.11188889,0.213233333333333,46.18514815,392.348888866667
81,"Sierra Nevada 5","N",53.6834123867519,25.7655556,-10.23,0.734638464777906,9.04777780000001,57.11188889,0.213233333333333,46.18514815,392.348888866667
93,"Dolomites 4","N",74.3363014318923,19.9455556,-25.601111,17.6197061224551,0.813333300000011,95.04622222,0.293592592666667,84.4841851866667,552.824074033333
13,"La Parva","S",66.8293412483054,20.4711111,-12.955556,0.807137089538688,9.5744444,31.62317778,0.188025925666667,50.5808148166667,403.61
78,"Sierra Nevada 2","N",61.4253747802037,27.7566667,-2.762222,0.265274633345806,14.8844444,35.1423333333333,0.457488889,53.11362963,402.3911111
32,"Beartooth","N",85.8659530203384,26.2211111,-25.488889,3.92195773370804,1.08222220000005,68.32551852,0.391911111,54.1858518533333,345.471111133333
80,"Sierra Nevada 4","N",54.211121296162,25.7655556,-10.23,0.734638464777906,9.04777780000001,57.11188889,0.213233333333333,46.18514815,392.348888866667
57,"Valle Nevado","S",61.9331935291438,13.4077778,-21.955556,2.19352220231624,-0.251111,34.8139259266667,0.156892592666667,59.6932962966667,514.033333333333
61,"Valle Nevado","S",61.9339916771249,13.4077778,-21.955556,2.19352220231624,-0.251111,34.8139259266667,0.156892592666667,59.6932962966667,514.033333333333
31,"Beartooth","N",85.8704038013661,26.2211111,-25.488889,3.92195773370804,1.08222220000005,68.32551852,0.391911111,54.1858518533333,345.471111133333
14,"La Parva","S",67.0513735717753,20.4711111,-12.955556,0.807137089538688,9.5744444,31.62317778,0.188025925666667,50.5808148166667,403.61
58,"Tres Puntas","S",62.0375243458722,13.4077778,-21.955556,2.19352220231624,-0.251111,34.8139259266667,0.156892592666667,59.6932962966667,514.033333333333
63,"White Mountains","N",82.7785438819558,30.3733333,-14.917778,0.479034827417834,10.5077778,18.18127037,0.220662963,27.0900740733333,291.9311111
11,"Franciscano","S",67.2369590638482,20.4711111,-12.955556,0.807137089538688,9.5744444,31.62317778,0.188025925666667,50.5808148166667,403.61
62,"White Mountains","N",82.7865506088712,30.3733333,-14.917778,0.479034827417834,10.5077778,18.18127037,0.220662963,27.0900740733333,291.9311111
12,"Tres Puntas","S",62.1971821323056,13.4077778,-21.955556,2.19352220231624,-0.251111,34.8139259266667,0.156892592666667,59.6932962966667,514.033333333333
38,"San Francisco Mt.","N",83.3762962417845,32.0866667,-16.92,1.44675902434013,10.4055556,24.36411852,0.597625926,36.4296666666667,188.906296333333
46,"Iran","N",76.1118294552106,29.9555556,-21.754444,0.650964957794189,10.3177778,23.07798148,0.194596296,34.73485185,320.5462963
84,"Qilian Shan","N",88.2907188152486,15.1577778,-30.048889,5.3139930214523,-4.692222,22.2620148166667,0.096074074,48.2752222233333,372.2062963
8,"Elqui","S",69.6192913096424,12.7288889,-19.444444,1.30299744472027,1.8233333,13.2930222226667,0.114144444666667,52.6465925933333,350.785185166667
59,"Elqui","S",69.6192913096424,12.7288889,-19.444444,1.30299744472027,1.8233333,13.2930222226667,0.114144444666667,52.6465925933333,350.785185166667
39,"San Francisco Mt.","N",83.4018915113689,32.0866667,-16.92,1.44675902434013,10.4055556,24.36411852,0.597625926,36.4296666666667,188.906296333333
9,"Elqui","S",69.4081183946906,11.6166667,-21.465556,2.51532283586957,-2.396667,18.6267037033333,0.117414815,58.7602222233333,346.6948148
60,"Elqui","S",69.4081183946906,11.6166667,-21.465556,2.51532283586957,-2.396667,18.6267037033333,0.117414815,58.7602222233333,346.6948148
49,"Qilian Shan","N",88.4213244890645,20.0944444,-25.336667,3.88055654627254,-1.708889,22.4494666666667,0.0415925926666667,42.90348148,358.523333333333
83,"Qilian Shan","N",88.3115108497022,15.1577778,-30.048889,5.3139930214523,-4.692222,22.2620148166667,0.104255555666667,48.2752222233333,372.2062963
85,"Langtang-Kyanngjing Valley","N",86.8001809152085,17.3411111,-11.682222,69.15703065792,7.51888890000004,73.6105185166667,0.647833333,89.91537037,585.140370366667
5,"Atacama","S",89.6722983856739,14.01,-7.536667,1.67439713292954,4.9855556,4.83922222233333,0.138081481333333,65.5911851866667,307.0111111
1,"Ecuador1","S",82.7487792553526,9.04888890000001,-4.796667,34.0767734420858,4.9277778,39.6572962966667,0.0975185186666667,92.3562962966667,539.7974074
3,"Ecuador2","S",82.488434491781,12.0922222,-4.004444,22.2350070837647,6.66444440000004,43.3236666666667,0.415496296333333,91.8162592566667,641.004444433333
2,"Ecuador1","S",82.5075863113702,12.0922222,-4.004444,22.2350070837647,6.66444440000004,43.3236666666667,0.415496296333333,91.8162592566667,641.004444433333
4,"Ecuador2","S",82.5075863113702,12.0922222,-4.004444,22.2350070837647,6.66444440000004,43.3236666666667,0.415496296333333,91.8162592566667,641.004444433333
44,"Lebanon","N",49.2151971350705,29.7611111000001,-4.483333,0.364261474624863,13.4055556,32.7091740733333,0.266318518666667,58.731,492.574074066667
