site,transect number,transect length (cm),start,stop,cushion sp,cushion cover (cm),dataset code
"Pink Mountain 1",6,,"1028.065","1031.24","S. acaulis",3.17499999999995,70
"Pink Mountain 1",6,,"1092.2","1113.79","S. acaulis",21.5899999999999,70
"Pink Mountain 1",6,,"1164.8948","1166.1648","S. acaulis",1.26999999999998,70
"Pink Mountain 1",6,,"1311.91","1318.26","S. acaulis",6.34999999999991,70
"Pink Mountain 1",6,,"1371.6","1374.775","S. acaulis",3.17500000000018,70
"Pink Mountain 1",6,,"1447.8","1452.88","S. acaulis",5.08000000000015,70
"Pink Mountain 1",6,,"1651","1660.525","S. acaulis",9.52500000000009,70
"Pink Mountain 1",6,,"1665.605","1668.78","S. acaulis",3.17499999999995,70
"Pink Mountain 1",6,,"1686.56","1689.735","S. acaulis",3.17499999999995,70
"Pink Mountain 1",6,,"1701.165","1703.07","S. acaulis",1.90499999999997,70
"Pink Mountain 1",6,,"1705.61","1708.785","S. acaulis",3.17500000000018,70
"Pink Mountain 1",6,,"1809.75","1813.56","S. acaulis",3.80999999999995,70
"Pink Mountain 1",6,,"1821.18","1826.26","S. acaulis",5.07999999999993,70
"Pink Mountain 1",6,,"1890.395","1893.57","S. acaulis",3.17499999999995,70
"Pink Mountain 1",6,,"1924.05","1929.13","S. acaulis",5.08000000000015,70
"Pink Mountain 1",6,,"1941.195","1957.07","S. acaulis",15.875,70
"Valle Nevado",4,5000,"1562","1683","Azorella_madreporica",,57
"Pink Mountain 1",6,,"1976.755","1983.74","S. acaulis",6.9849999999999,70
"Pink Mountain 1",7,,"189.23","191.135","S. acaulis",1.905,70
"Pink Mountain 1",7,,"208.915","210.185","S. acaulis",1.27000000000001,70
"Pink Mountain 1",7,,"222.885","239.395","S. acaulis",16.51,70
"Pink Mountain 1",7,,"836.93","850.265","S. acaulis",13.335,70
"Pink Mountain 1",7,,"879.475","881.38","S. acaulis",1.90499999999997,70
"Pink Mountain 1",7,,"951.23","955.04","S. acaulis",3.80999999999995,70
"Pink Mountain 1",7,,"1139.19","1153.16","S. acaulis",13.97,70
"Pink Mountain 1",7,,"1263.65","1278.255","S. acaulis",14.605,70
"Pink Mountain 1",7,,"1336.04","1351.28","S. acaulis",15.24,70
"Pink Mountain 1",7,,"1518.92","1541.145","S. acaulis",22.2249999999999,70
"Pink Mountain 1",7,,"1691.64","1694.815","S. acaulis",3.17499999999995,70
"Pink Mountain 1",7,,"1831.34","1837.69","S. acaulis",6.35000000000014,70
"Pink Mountain 1",7,,"1951.99","1955.165","S. acaulis",3.17499999999995,70
"Pink Mountain 1",8,,"720.09","728.345","S. acaulis",8.255,70
"Pink Mountain 1",8,,"741.68","759.46","S. acaulis",17.7800000000001,70
"Pink Mountain 1",8,,"829.31","840.74","S. acaulis",11.4300000000001,70
"Pink Mountain 1",8,,"918.21","922.655","S. acaulis",4.44499999999994,70
"Pink Mountain 1",8,,"942.34","951.23","S. acaulis",8.88999999999999,70
"Pink Mountain 1",8,,"1006.475","1015.365","S. acaulis",8.88999999999999,70
"Pink Mountain 1",8,,"1042.035","1045.845","S. acaulis",3.80999999999995,70
"Pink Mountain 1",8,,"1166.495","1179.195","S. acaulis",12.7,70
"Pink Mountain 1",8,,"1508.76","1517.65","S. acaulis",8.8900000000001,70
"Pink Mountain 1",8,,"2010.41","2016.76","S. acaulis",6.34999999999991,70
"Pink Mountain 1",9,,"753.11","762","S. acaulis",8.88999999999999,70
"Pink Mountain 1",9,,"770.255","779.145","S. acaulis",8.88999999999999,70
"Pink Mountain 1",9,,"784.225","785.495","S. acaulis",1.26999999999998,70
"Pink Mountain 1",9,,"835.66","838.835","S. acaulis",3.17500000000007,70
"Pink Mountain 1",9,,"925.83","932.18","S. acaulis",6.34999999999991,70
"Pink Mountain 1",9,,"1292.86","1308.1","S. acaulis",15.24,70
"Pink Mountain 1",9,,"1557.02","1582.42","S. acaulis",25.4000000000001,70
"Pink Mountain 1",9,,"1637.665","1644.65","S. acaulis",6.98500000000013,70
"Valle Nevado",4,5000,"1691","1745","Azorella_madreporica",,57
"Pink Mountain 1",9,,"1771.65","1781.81","S. acaulis",10.1599999999999,70
"Pink Mountain 1",9,,"1792.605","1793.875","S. acaulis",1.26999999999998,70
"Pink Mountain 1",9,,"1898.65","1904.365","S. acaulis",5.71499999999992,70
"Pink Mountain 1",10,,"396.24","396.875","S. acaulis",0.634999999999991,70
"Pink Mountain 1",10,,"474.98","477.52","S. acaulis",2.53999999999996,70
"Pink Mountain 1",10,,"648.335","654.05","S. acaulis",5.71499999999992,70
"Pink Mountain 1",10,,"867.41","869.315","S. acaulis",1.90500000000009,70
"Pink Mountain 1",10,,"911.86","914.4","S. acaulis",2.53999999999996,70
"Pink Mountain 1",10,,"937.895","948.055","S. acaulis",10.16,70
"Pink Mountain 1",10,,"1032.51","1042.035","S. acaulis",9.52500000000009,70
"Pink Mountain 1",10,,"1066.165","1074.42","S. acaulis",8.25500000000011,70
"Pink Mountain 1",10,,"1840.23","1845.31","S. acaulis",5.07999999999993,70
"Pink Mountain 1",10,,"1874.52","1877.695","S. acaulis",3.17499999999995,70
"Pink Mountain 1",10,,"1933.575","1936.75","S. acaulis",3.17499999999995,70
"Pink Mountain 1",10,,"1989.455","1990.725","S. acaulis",1.26999999999998,70
"Pink Mountain 2",1,,"","","S. acaulis",0,71
"Pink Mountain 2",2,,"662.94","667.385","S. acaulis",4.44499999999994,71
"Pink Mountain 2",2,,"904.24","906.78","S. acaulis",2.53999999999996,71
"Pink Mountain 2",2,,"958.85","981.075","S. acaulis",22.225,71
"Pink Mountain 2",2,,"1103.63","1106.17","S. acaulis",2.53999999999996,71
"Pink Mountain 2",3,,"0","13.97","S. acaulis",13.97,71
"Pink Mountain 2",3,,"653.415","657.86","S. acaulis",4.44500000000005,71
"Pink Mountain 2",3,,"758.825","774.7","S. acaulis",15.875,71
"Pink Mountain 2",3,,"791.21","792.48","S. acaulis",1.26999999999998,71
"Pink Mountain 2",4,,"481.965","490.22","S. acaulis",8.25500000000005,71
"Pink Mountain 2",4,,"490.22","500.38","S. acaulis",10.16,71
"Pink Mountain 2",4,,"508","510.54","S. acaulis",2.54000000000002,71
"Pink Mountain 2",4,,"726.44","732.155","S. acaulis",5.71499999999992,71
"Pink Mountain 2",4,,"252.73","261.62","S. acaulis",8.89000000000001,71
"Pink Mountain 2",5,,"342.9","358.775","S. acaulis",15.875,71
"Pink Mountain 2",5,,"593.09","600.71","S. acaulis",7.62,71
"Pink Mountain 2",5,,"614.68","624.84","S. acaulis",10.1600000000001,71
"Valle Nevado",4,5000,"1964","2071","Azorella_madreporica",,57
"Pink Mountain 2",5,,"1083.31","1101.09","S. acaulis",17.78,71
"Pink Mountain 2",5,,"367.03","379.095","S. acaulis",12.0650000000001,71
"Pink Mountain 2",6,,"420.37","426.72","S. acaulis",6.35000000000002,71
"Pink Mountain 2",6,,"534.67","537.21","S. acaulis",2.54000000000008,71
"Pink Mountain 2",6,,"1191.895","1202.69","S. acaulis",10.7950000000001,71
"Pink Mountain 2",6,,"476.25","478.155","S. acaulis",1.90499999999997,71
"Pink Mountain 2",7,,"579.755","584.2","S. acaulis",4.44500000000005,71
"Pink Mountain 2",7,,"623.57","630.555","S. acaulis",6.9849999999999,71
"Pink Mountain 2",7,,"1016.635","1035.685","S. acaulis",19.05,71
"Pink Mountain 2",7,,"626.745","639.445","S. acaulis",12.7,71
"Pink Mountain 2",8,,"708.025","711.2","S. acaulis",3.17500000000007,71
"Pink Mountain 2",8,,"1377.95","1380.49","S. acaulis",2.53999999999996,71
"Pink Mountain 2",8,,"492.76","499.745","S. acaulis",6.98500000000001,71
"Pink Mountain 2",9,,"607.06","613.41","S. acaulis",6.35000000000002,71
"Pink Mountain 2",9,,"819.15","826.77","S. acaulis",7.62,71
"Pink Mountain 2",9,,"831.85","842.01","S. acaulis",10.16,71
"Pink Mountain 2",9,,"957.58","965.2","S. acaulis",7.62,71
"Pink Mountain 2",9,,"1070.61","1079.5","S. acaulis",8.8900000000001,71
"Pink Mountain 2",9,,"1182.37","1193.165","S. acaulis",10.7950000000001,71
"Pink Mountain 2",9,,"1229.36","1231.265","S. acaulis",1.9050000000002,71
"Pink Mountain 2",9,,"1915.16","1923.415","S. acaulis",8.25499999999988,71
"Pink Mountain 2",9,,"317.5","321.31","S. acaulis",3.81,71
"Pink Mountain 2",10,,"593.09","597.535","S. acaulis",4.44499999999994,71
"Pink Mountain 2",10,,"660.4","675.64","S. acaulis",15.24,71
"Pink Mountain 2",10,,"692.15","693.42","S. acaulis",1.26999999999998,71
"Pink Mountain 2",10,,"708.025","710.565","S. acaulis",2.54000000000008,71
"Pink Mountain 2",10,,"721.36","725.17","S. acaulis",3.80999999999995,71
"Pink Mountain 2",10,,"739.14","741.68","S. acaulis",2.53999999999996,71
"Pink Mountain 2",10,,"762","768.35","S. acaulis",6.35000000000002,71
"Pink Mountain 2",10,,"773.43","774.7","S. acaulis",1.2700000000001,71
"Pink Mountain 2",10,,"1013.46","1016","S. acaulis",2.53999999999996,71
"Pink Mountain 2",10,,"1197.61","1201.42","S. acaulis",3.81000000000017,71
"Valle Nevado",4,5000,"2600","2695","Azorella_madreporica",,57
"Pink Mountain 2",10,,"1255.395","1259.84","S. acaulis",4.44499999999994,71
"Pink Mountain 2",10,,"1944.37","1951.355","S. acaulis",6.98500000000013,71
"Pink Mountain 2",10,,"1969.77","1981.2","S. acaulis",11.4300000000001,71
"Pink Mountain 3",1,,"95.25","99.695","S. acaulis",4.44499999999999,72
"Pink Mountain 3",1,,"236.855","241.3","S. acaulis",4.44500000000002,72
"Pink Mountain 3",1,,"243.84","248.285","S. acaulis",4.44499999999999,72
"Pink Mountain 3",1,,"251.46","254.635","S. acaulis",3.17499999999998,72
"Pink Mountain 3",1,,"323.215","330.2","S. acaulis",6.98500000000001,72
"Pink Mountain 3",1,,"396.875","429.26","S. acaulis",32.385,72
"Pink Mountain 3",1,,"443.23","449.58","S. acaulis",6.34999999999997,72
"Pink Mountain 3",1,,"487.68","496.57","S. acaulis",8.88999999999999,72
"Pink Mountain 3",1,,"506.73","510.54","S. acaulis",3.81,72
"Pink Mountain 3",1,,"609.6","614.045","S. acaulis",4.44499999999994,72
"Pink Mountain 3",1,,"637.54","639.445","S. acaulis",1.90500000000009,72
"Pink Mountain 3",1,,"1774.825","1785.62","S. acaulis",10.7949999999998,72
"Pink Mountain 3",2,,"168.91","175.26","S. acaulis",6.34999999999999,72
"Pink Mountain 3",2,,"383.54","392.43","S. acaulis",8.88999999999999,72
"Pink Mountain 3",2,,"607.06","617.22","S. acaulis",10.1600000000001,72
"Pink Mountain 3",2,,"873.76","877.57","S. acaulis",3.81000000000006,72
"Pink Mountain 3",2,,"938.53","942.34","S. acaulis",3.81000000000006,72
"Pink Mountain 3",3,,"68.58","93.98","S. acaulis",25.4,72
"Pink Mountain 3",3,,"172.72","180.975","S. acaulis",8.255,72
"Pink Mountain 3",3,,"805.18","810.26","S. acaulis",5.08000000000004,72
"Pink Mountain 3",4,,"647.7","651.51","S. acaulis",3.80999999999995,72
"Pink Mountain 3",4,,"1696.72","1701.8","S. acaulis",5.07999999999993,72
"Pink Mountain 3",4,,"1742.44","1750.06","S. acaulis",7.61999999999989,72
"Pink Mountain 3",5,,"332.74","341.63","S. acaulis",8.88999999999999,72
"Pink Mountain 3",5,,"372.11","377.825","S. acaulis",5.71499999999997,72
"Pink Mountain 3",5,,"519.43","521.97","S. acaulis",2.54000000000008,72
"Pink Mountain 3",5,,"558.8","561.34","S. acaulis",2.54000000000008,72
"Pink Mountain 3",5,,"564.515","567.69","S. acaulis",3.17500000000007,72
"Pink Mountain 3",5,,"572.77","574.675","S. acaulis",1.90499999999997,72
"Valle Nevado",4,5000,"3275","3402","Azorella_madreporica",,57
"Pink Mountain 3",5,,"601.98","607.06","S. acaulis",5.07999999999993,72
"Pink Mountain 3",5,,"618.49","624.84","S. acaulis",6.35000000000002,72
"Pink Mountain 3",5,,"680.72","686.435","S. acaulis",5.71499999999992,72
"Pink Mountain 3",5,,"730.25","737.235","S. acaulis",6.98500000000001,72
"Pink Mountain 3",5,,"834.39","836.93","S. acaulis",2.53999999999996,72
"Pink Mountain 3",5,,"910.59","923.29","S. acaulis",12.6999999999999,72
"Pink Mountain 3",5,,"963.93","967.74","S. acaulis",3.81000000000006,72
"Pink Mountain 3",5,,"1000.76","1007.11","S. acaulis",6.35000000000002,72
"Pink Mountain 3",5,,"1079.5","1084.58","S. acaulis",5.07999999999993,72
"Pink Mountain 3",5,,"1113.79","1120.14","S. acaulis",6.35000000000014,72
"Pink Mountain 3",5,,"1211.58","1225.55","S. acaulis",13.97,72
"Pink Mountain 3",5,,"1275.08","1290.32","S. acaulis",15.24,72
"Pink Mountain 3",5,,"1423.67","1430.02","S. acaulis",6.34999999999991,72
"Pink Mountain 3",5,,"1442.72","1445.26","S. acaulis",2.53999999999996,72
"Pink Mountain 3",5,,"1798.32","1805.94","S. acaulis",7.62000000000012,72
"Pink Mountain 3",5,,"1831.34","1834.515","S. acaulis",3.17500000000018,72
"Pink Mountain 3",6,,"99.06","110.49","S. acaulis",11.43,72
"Pink Mountain 3",6,,"243.205","252.73","S. acaulis",9.52499999999998,72
"Pink Mountain 3",6,,"321.31","323.85","S. acaulis",2.54000000000002,72
"Pink Mountain 3",6,,"347.98","354.33","S. acaulis",6.34999999999997,72
"Pink Mountain 3",6,,"377.19","379.73","S. acaulis",2.54000000000002,72
"Pink Mountain 3",6,,"394.97","396.24","S. acaulis",1.26999999999998,72
"Pink Mountain 3",6,,"400.05","403.86","S. acaulis",3.81,72
"Pink Mountain 3",6,,"406.4","408.94","S. acaulis",2.54000000000002,72
"Pink Mountain 3",6,,"412.75","416.56","S. acaulis",3.81,72
"Pink Mountain 3",6,,"419.1","424.18","S. acaulis",5.07999999999998,72
"Pink Mountain 3",6,,"439.42","444.5","S. acaulis",5.07999999999998,72
"Pink Mountain 3",6,,"452.12","457.835","S. acaulis",5.71499999999997,72
"Pink Mountain 3",6,,"458.47","463.55","S. acaulis",5.07999999999998,72
"Pink Mountain 3",6,,"523.24","528.32","S. acaulis",5.08000000000004,72
"Pink Mountain 3",6,,"578.485","581.66","S. acaulis",3.17499999999995,72
"Pink Mountain 3",6,,"680.72","685.8","S. acaulis",5.07999999999993,72
"Valle Nevado",4,5000,"3659","3800","Azorella_madreporica",,57
"Pink Mountain 3",6,,"744.22","749.3","S. acaulis",5.07999999999993,72
"Pink Mountain 3",6,,"815.34","845.185","S. acaulis",29.8449999999999,72
"Pink Mountain 3",6,,"1118.87","1136.65","S. acaulis",17.7800000000002,72
"Pink Mountain 3",6,,"1159.51","1172.21","S. acaulis",12.7,72
"Pink Mountain 3",6,,"1182.37","1186.18","S. acaulis",3.81000000000017,72
"Pink Mountain 3",6,,"1219.2","1223.01","S. acaulis",3.80999999999995,72
"Pink Mountain 3",6,,"1250.95","1254.76","S. acaulis",3.80999999999995,72
"Pink Mountain 3",6,,"1790.7","1798.32","S. acaulis",7.61999999999989,72
"Pink Mountain 3",6,,"1814.83","1818.64","S. acaulis",3.81000000000017,72
"Pink Mountain 3",6,,"1823.72","1824.99","S. acaulis",1.26999999999998,72
"Pink Mountain 3",6,,"1830.07","1832.61","S. acaulis",2.53999999999996,72
"Pink Mountain 3",6,,"1838.96","1842.77","S. acaulis",3.80999999999995,72
"Pink Mountain 3",7,,"81.28","90.17","S. acaulis",8.89,72
"Pink Mountain 3",7,,"92.71","99.06","S. acaulis",6.35000000000001,72
"Pink Mountain 3",7,,"115.57","119.38","S. acaulis",3.81,72
"Pink Mountain 3",7,,"370.84","374.65","S. acaulis",3.81,72
"Pink Mountain 3",7,,"391.16","395.605","S. acaulis",4.44499999999999,72
"Pink Mountain 3",7,,"400.05","400.685","S. acaulis",0.634999999999991,72
"Pink Mountain 3",7,,"452.12","461.01","S. acaulis",8.88999999999999,72
"Pink Mountain 3",7,,"461.01","472.44","S. acaulis",11.43,72
"Pink Mountain 3",7,,"671.83","675.64","S. acaulis",3.80999999999995,72
"Pink Mountain 3",7,,"678.18","683.26","S. acaulis",5.08000000000004,72
"Pink Mountain 3",7,,"734.06","741.68","S. acaulis",7.62,72
"Pink Mountain 3",7,,"957.58","965.2","S. acaulis",7.62,72
"Pink Mountain 3",7,,"1101.09","1113.79","S. acaulis",12.7,72
"Pink Mountain 3",7,,"1280.16","1295.4","S. acaulis",15.24,72
"Pink Mountain 3",8,,"200.025","220.98","S. acaulis",20.955,72
"Pink Mountain 3",8,,"220.98","226.695","S. acaulis",5.715,72
"Pink Mountain 3",8,,"452.755","455.93","S. acaulis",3.17500000000001,72
"Pink Mountain 3",8,,"843.28","847.725","S. acaulis",4.44500000000005,72
"Pink Mountain 3",8,,"1078.23","1080.77","S. acaulis",2.53999999999996,72
"Pink Mountain 3",8,,"1201.166","1205.23","S. acaulis",4.06400000000008,72
"Valle Nevado",4,5000,"4143","4213","Azorella_madreporica",,57
"Pink Mountain 3",8,,"1207.77","1214.12","S. acaulis",6.34999999999991,72
"Pink Mountain 3",8,,"1249.045","1255.395","S. acaulis",6.34999999999991,72
"Pink Mountain 3",8,,"1350.01","1370.33","S. acaulis",20.3199999999999,72
"Pink Mountain 3",8,,"1370.33","1382.395","S. acaulis",12.0650000000001,72
"Pink Mountain 3",8,,"1397","1403.985","S. acaulis",6.9849999999999,72
"Pink Mountain 3",9,,"209.55","214.63","S. acaulis",5.07999999999998,72
"Pink Mountain 3",9,,"470.535","482.6","S. acaulis",12.065,72
"Pink Mountain 3",9,,"636.905","644.525","S. acaulis",7.62,72
"Pink Mountain 3",9,,"655.955","664.21","S. acaulis",8.255,72
"Pink Mountain 3",9,,"976.63","993.775","S. acaulis",17.145,72
"Pink Mountain 3",9,,"1149.35","1151.89","S. acaulis",2.54000000000019,72
"Pink Mountain 3",9,,"1162.05","1164.59","S. acaulis",2.53999999999996,72
"Pink Mountain 3",9,,"1170.94","1179.195","S. acaulis",8.25499999999988,72
"Pink Mountain 3",9,,"1201.42","1216.66","S. acaulis",15.24,72
"Pink Mountain 3",9,,"1244.6","1252.22","S. acaulis",7.62000000000012,72
"Pink Mountain 3",9,,"1357.63","1382.395","S. acaulis",24.7649999999999,72
"Pink Mountain 3",9,,"1493.52","1506.22","S. acaulis",12.7,72
"Pink Mountain 3",9,,"1583.69","1597.66","S. acaulis",13.97,72
"Pink Mountain 3",10,,"185.42","189.865","S. acaulis",4.44500000000002,72
"Pink Mountain 3",10,,"210.312","217.424","S. acaulis",7.11199999999999,72
"Pink Mountain 3",10,,"284.48","292.1","S. acaulis",7.62,72
"Pink Mountain 3",10,,"449.58","459.74","S. acaulis",10.16,72
"Pink Mountain 3",10,,"514.35","530.225","S. acaulis",15.875,72
"Pink Mountain 3",10,,"616.585","621.665","S. acaulis",5.07999999999993,72
"Pink Mountain 3",10,,"784.86","795.02","S. acaulis",10.16,72
"Pink Mountain 3",10,,"812.8","835.66","S. acaulis",22.86,72
"Pink Mountain 3",10,,"1557.02","1570.355","S. acaulis",13.335,72
"Pink Mountain 3",10,,"1751.965","1757.045","S. acaulis",5.08000000000015,72
"Pink Mountain 3",10,,"1777.365","1781.81","S. acaulis",4.44499999999994,72
"Pink Mountain 3",10,,"1852.93","1855.47","S. acaulis",2.53999999999996,72
"Benasque",1,3000,"575","580","Saponaria_caespitosa",,73
"Benasque",1,3000,"1310","1325","Saponaria_caespitosa",,73
"Valle Nevado",4,5000,"4772","4791","Azorella_madreporica",,57
"Benasque",1,3000,"1435","1455","Saponaria_caespitosa",,73
"Benasque",1,3000,"1528","1540","Saponaria_caespitosa",,73
"Benasque",1,3000,"1710","1715","Saponaria_caespitosa",,73
"Benasque",1,3000,"1730","1745","Saponaria_caespitosa",,73
"Benasque",1,3000,"1808","1818","Saponaria_caespitosa",,73
"Benasque",1,3000,"2190","2205","Saponaria_caespitosa",,73
"Benasque",1,3000,"2506","2528","Saponaria_caespitosa",,73
"Benasque",2,3000,"175","270","Saponaria_caespitosa",,73
"Benasque",2,3000,"570","610","Saponaria_caespitosa",,73
"Benasque",2,3000,"1315","1327","Saponaria_caespitosa",,73
"Benasque",2,3000,"1640","1670","Saponaria_caespitosa",,73
"Benasque",2,3000,"2445","2480","Saponaria_caespitosa",,73
"Benasque",2,3000,"2488","2505","Saponaria_caespitosa",,73
"Benasque",3,2200,"1865","1890","Saponaria_caespitosa",,73
"Benasque",3,2200,"1967","2015","Saponaria_caespitosa",,73
"Benasque",3,2200,"2425","2453","Saponaria_caespitosa",,73
"Benasque",3,2200,"2570","2610","Saponaria_caespitosa",,73
"Benasque",4,3000,"1220","1240","Saponaria_caespitosa",,73
"Benasque",4,3000,"1255","1280","Saponaria_caespitosa",,73
"Benasque",4,3000,"1380","1415","Saponaria_caespitosa",,73
"Benasque",4,3000,"1630","1675","Saponaria_caespitosa",,73
"Benasque",4,3000,"1870","1880","Saponaria_caespitosa",,73
"Benasque",4,3000,"2540","2570","Saponaria_caespitosa",,73
"Benasque",4,3000,"2640","2670","Saponaria_caespitosa",,73
"Benasque",5,3000,"0","20","Saponaria_caespitosa",,73
"Benasque",5,3000,"100","107","Saponaria_caespitosa",,73
"Benasque",5,3000,"1640","1655","Saponaria_caespitosa",,73
"Benasque",5,3000,"1880","1890","Saponaria_caespitosa",,73
"Benasque",5,3000,"2050","2055","Saponaria_caespitosa",,73
"Benasque",5,3000,"2080","2120","Saponaria_caespitosa",,73
"Benasque",5,3000,"2260","2280","Saponaria_caespitosa",,73
"Benasque",5,3000,"2357","2392","Saponaria_caespitosa",,73
"Benasque",5,3000,"2470","2480","Saponaria_caespitosa",,73
"Benasque",5,3000,"2520","2550","Saponaria_caespitosa",,73
"Valle Nevado",5,5000,"217","246","Azorella_madreporica",,57
"Benasque",6,3000,"150","160","Saponaria_caespitosa",,73
"Benasque",6,3000,"1120","1130","Saponaria_caespitosa",,73
"Benasque",6,3000,"1392","1415","Saponaria_caespitosa",,73
"Benasque",6,3000,"1425","1442","Saponaria_caespitosa",,73
"Benasque",6,3000,"1495","1542","Saponaria_caespitosa",,73
"Benasque",6,3000,"1990","2003","Saponaria_caespitosa",,73
"Benasque",6,3000,"2195","2202","Saponaria_caespitosa",,73
"Benasque",6,3000,"2490","2520","Saponaria_caespitosa",,73
"Benasque",6,3000,"2600","2605","Saponaria_caespitosa",,73
"Benasque",7,3000,"1190","1210","Saponaria_caespitosa",,73
"Benasque",7,3000,"1325","1340","Saponaria_caespitosa",,73
"Benasque",7,3000,"1745","1762","Saponaria_caespitosa",,73
"Benasque",7,3000,"1870","1895","Saponaria_caespitosa",,73
"Benasque",7,3000,"2219","2230","Saponaria_caespitosa",,73
"Benasque",7,3000,"2260","2300","Saponaria_caespitosa",,73
"Benasque",7,3000,"2475","2492","Saponaria_caespitosa",,73
"Benasque",8,3000,"100","110","Saponaria_caespitosa",,73
"Benasque",8,3000,"260","275","Saponaria_caespitosa",,73
"Benasque",8,3000,"285","295","Saponaria_caespitosa",,73
"Benasque",8,3000,"530","610","Saponaria_caespitosa",,73
"Benasque",8,3000,"1455","1470","Saponaria_caespitosa",,73
"Benasque",8,3000,"1480","1500","Saponaria_caespitosa",,73
"Benasque",8,3000,"1590","1600","Saponaria_caespitosa",,73
"Benasque",8,3000,"1818","1840","Saponaria_caespitosa",,73
"Benasque",8,3000,"2160","2165","Saponaria_caespitosa",,73
"Benasque",9,3000,"190","200","Saponaria_caespitosa",,73
"Benasque",9,3000,"403","448","Saponaria_caespitosa",,73
"Benasque",9,3000,"955","975","Saponaria_caespitosa",,73
"Benasque",9,3000,"1400","1450","Saponaria_caespitosa",,73
"Benasque 2",1,3000,"1470","1485","Silene_acaulis",,74
"Benasque 2",1,3000,"2970","2985","Silene_acaulis",,74
"Benasque 2",1,3000,"3029","3050","Silene_acaulis",,74
"Benasque 2",2,3000,"335","340","Silene_acaulis",,74
"Benasque 2",2,3000,"810","820","Silene_acaulis",,74
"Valle Nevado",5,5000,"261","316","Azorella_madreporica",,57
"Benasque 2",2,3000,"1160","1170","Silene_acaulis",,74
"Benasque 2",2,3000,"1318","1323","Silene_acaulis",,74
"Benasque 2",2,3000,"1620","1625","Silene_acaulis",,74
"Benasque 2",2,3000,"2660","2675","Silene_acaulis",,74
"Benasque 2",3,3000,"430","440","Silene_acaulis",,74
"Benasque 2",3,3000,"2820","2910","Silene_acaulis",,74
"Benasque 2",4,3000,"55","75","Silene_acaulis",,74
"Benasque 2",4,3000,"1250","1260","Silene_acaulis",,74
"Benasque 2",4,3000,"1360","1442","Silene_acaulis",,74
"Benasque 2",4,3000,"1508","1525","Silene_acaulis",,74
"Benasque 2",4,2200,"665","1690","Silene_acaulis",,74
"Benasque 2",4,2200,"2215","2225","Silene_acaulis",,74
"Benasque 2",4,2200,"2347","2356","Silene_acaulis",,74
"Benasque 2",4,2200,"2990","3020","Silene_acaulis",,74
"Benasque 2",5,3000,"1910","1920","Silene_acaulis",,74
"Benasque 2",5,3000,"2400","2447","Silene_acaulis",,74
"Whistler North",1,1300,"170","190","Phlox",,75
"Whistler North",1,1300,"220","240","Phlox",,75
"Whistler North",1,1300,"265","275","Phlox",,75
"Whistler North",1,1300,"280","292","Phlox",,75
"Whistler North",1,1300,"310","325","Silene_acaulis",,75
"Whistler North",1,1300,"1095","1120","Silene_acaulis",,75
"Whistler North",2,1300,"38","62","Phlox",,75
"Whistler North",2,1300,"189","200","Phlox",,75
"Whistler North",2,1300,"275","286","Phlox",,75
"Whistler North",2,1300,"308","325","Phlox",,75
"Whistler North",2,1300,"370","390","Phlox",,75
"Whistler North",2,1300,"1040","1050","Silene_acaulis",,75
"Whistler North",2,1300,"1282","1302","Silene_acaulis",,75
"Whistler North",3,1300,"85","95","Phlox",,75
"Whistler North",3,1300,"95","105","Silene_acaulis",,75
"Whistler North",3,1300,"591","606","Phlox",,75
"Whistler North",3,1300,"620","630","Silene_acaulis",,75
"Whistler North",3,1300,"982","990","Silene_acaulis",,75
"Whistler North",3,1300,"991","1010","Phlox",,75
"Whistler North",3,1300,"1095","1115","Silene_acaulis",,75
"Whistler North",4,1300,"125","145","Silene_acaulis",,75
"Valle Nevado",5,5000,"624","721","Azorella_madreporica",,57
"Whistler North",4,1300,"715","735","Silene_acaulis",,75
"Whistler North",4,1300,"875","900","Silene_acaulis",,75
"Whistler North",4,1300,"1030","1050","Silene_acaulis",,75
"Whistler South",1,2000,"65","90","Silene_acaulis",,76
"Whistler South",1,2000,"400","415","Silene_acaulis",,76
"Whistler South",1,2000,"580","590","Silene_acaulis",,76
"Whistler South",1,2000,"765","795","Silene_acaulis",,76
"Whistler South",1,2000,"810","820","Silene_acaulis",,76
"Whistler South",1,2000,"1170","1185","Silene_acaulis",,76
"Whistler South",1,2000,"1220","1230","Silene_acaulis",,76
"Whistler South",1,2000,"1650","1685","Silene_acaulis",,76
"Whistler South",1,2000,"1740","1765","Phlox",,76
"Whistler South",1,2000,"1770","1790","Phlox",,76
"Whistler South",1,2000,"1950","1965","Silene_acaulis",,76
"Whistler South",2,2000,"15","90","Silene_acaulis",,76
"Whistler South",2,2000,"660","670","Silene_acaulis",,76
"Whistler South",2,2000,"1540","1550","Silene_acaulis",,76
"Whistler South",2,2000,"1990","2008","Silene_acaulis",,76
"Whistler South",3,2000,"110","140","Silene_acaulis",,76
"Whistler South",3,2000,"370","390","Phlox",,76
"Whistler South",3,2000,"430","465","Phlox",,76
"Whistler South",3,2000,"480","495","Phlox",,76
"Whistler South",3,2000,"500","550","Phlox",,76
"Whistler South",3,2000,"945","955","Phlox",,76
"Whistler South",3,2000,"1010","1020","Phlox",,76
"Whistler South",3,2000,"1060","1090","Phlox",,76
"Whistler South",3,2000,"1090","1100","Silene_acaulis",,76
