site,transect number,transect length (cm),start,stop,cushion sp,cushion cover (cm),dataset code
"Val Bercla",2,3000,"","","Silene_acaulis",35,52
"Val Bercla",2,3000,"","","Silene_acaulis",10,52
"Val Bercla",2,3000,"","","Silene_acaulis",15,52
"Val Bercla",2,3000,"","","Silene_acaulis",35,52
"Val Bercla",2,3000,"","","Silene_acaulis",40,52
"Val Bercla",2,3000,"","","Silene_acaulis",65,52
"Val Bercla",2,3000,"","","Silene_acaulis",30,52
"Val Bercla",2,3000,"","","Sesleria_coerulea",5,52
"Val Bercla",2,3000,"","","Sesleria_coerulea",15,52
"Val Bercla",2,3000,"","","Sesleria_coerulea",10,52
"Val Bercla",2,3000,"","","Sesleria_coerulea",15,52
"Val Bercla",2,3000,"","","Sesleria_coerulea",15,52
"Val Bercla",2,3000,"","","Sesleria_coerulea",15,52
"Val Bercla",2,3000,"","","Sesleria_coerulea",15,52
"Val Bercla",2,3000,"","","Sesleria_coerulea",30,52
"Val Bercla",2,3000,"","","Sesleria_coerulea",30,52
"Val Bercla",2,3000,"","","Sesleria_coerulea",20,52
"Val Bercla",2,3000,"","","Minuartia_sedoides",10,52
"Val Bercla",2,3000,"","","Minuartia_sedoides",15,52
"Val Bercla",2,3000,"","","Minuartia_sedoides",10,52
"Val Bercla",2,3000,"","","Minuartia_sedoides",5,52
"Val Bercla",2,3000,"","","Dryas_octopetala",35,52
"Val Bercla",2,3000,"","","Loiseleuria_procumbens",15,52
"Val Bercla",2,3000,"","","Festuca_quadriflora",15,52
"Val Bercla",3,3000,"","","Silene_acaulis",20,52
"Val Bercla",3,3000,"","","Silene_acaulis",5,52
"Val Bercla",3,3000,"","","Silene_acaulis",20,52
"Val Bercla",3,3000,"","","Silene_acaulis",35,52
"Val Bercla",3,3000,"","","Silene_acaulis",25,52
"Val Bercla",3,3000,"","","Silene_acaulis",20,52
"Val Bercla",3,3000,"","","Silene_acaulis",15,52
"Val Bercla",3,3000,"","","Silene_acaulis",25,52
"Val Bercla",3,3000,"","","Silene_acaulis",15,52
"Val Bercla",3,3000,"","","Silene_acaulis",35,52
"Val Bercla",3,3000,"","","Silene_acaulis",10,52
"Val Bercla",3,3000,"","","Sesleria_coerulea",25,52
"Val Bercla",3,3000,"","","Sesleria_coerulea",20,52
"Val Bercla",3,3000,"","","Sesleria_coerulea",15,52
"Val Bercla",3,3000,"","","Sesleria_coerulea",25,52
"Val Bercla",3,3000,"","","Sesleria_coerulea",10,52
"Val Bercla",3,3000,"","","Sesleria_coerulea",20,52
"Val Bercla",3,3000,"","","Sesleria_coerulea",15,52
"Val Bercla",3,3000,"","","Sesleria_coerulea",30,52
"Val Bercla",3,3000,"","","Sesleria_coerulea",25,52
"Val Bercla",3,3000,"","","Dryas_octopetala",10,52
"Val Bercla",3,3000,"","","Dryas_octopetala",15,52
"Val Bercla",3,3000,"","","Dryas_octopetala",45,52
"Val Bercla",3,3000,"","","Dryas_octopetala",20,52
"Val Bercla",3,3000,"","","Dryas_octopetala",10,52
"Val Bercla",3,3000,"","","Dryas_octopetala",60,52
"Val Bercla",3,3000,"","","Dryas_octopetala",25,52
"Val Bercla",3,3000,"","","Dryas_octopetala",20,52
"Val Bercla",3,3000,"","","Loiseleuria_procumbens",20,52
"Val Bercla",3,3000,"","","Loiseleuria_procumbens",50,52
"Val Bercla",3,3000,"","","Festuca_quadriflora",10,52
"Val Bercla",3,3000,"","","Festuca_quadriflora",10,52
"Val Bercla",3,3000,"","","Festuca_quadriflora",25,52
"Val Bercla",3,3000,"","","Festuca_quadriflora",20,52
"Val Bercla",4,3000,"","","Silene_acaulis",30,52
"Val Bercla",4,3000,"","","Silene_acaulis",35,52
"Val Bercla",4,3000,"","","Silene_acaulis",40,52
"Val Bercla",4,3000,"","","Silene_acaulis",15,52
"Val Bercla",4,3000,"","","Silene_acaulis",15,52
"Val Bercla",4,3000,"","","Silene_acaulis",15,52
"Val Bercla",4,3000,"","","Silene_acaulis",10,52
"Val Bercla",4,3000,"","","Silene_acaulis",25,52
"Val Bercla",4,3000,"","","Silene_acaulis",40,52
"Val Bercla",4,3000,"","","Sesleria_coerulea",30,52
"Val Bercla",4,3000,"","","Sesleria_coerulea",20,52
"Val Bercla",4,3000,"","","Sesleria_coerulea",20,52
"Val Bercla",4,3000,"","","Sesleria_coerulea",10,52
"Val Bercla",4,3000,"","","Sesleria_coerulea",20,52
"Val Bercla",4,3000,"","","Sesleria_coerulea",20,52
"Val Bercla",4,3000,"","","Sesleria_coerulea",20,52
"Val Bercla",4,3000,"","","Loiseleuria_procumbens",35,52
"Val Bercla",4,3000,"","","Loiseleuria_procumbens",20,52
"Val Bercla",4,3000,"","","Loiseleuria_procumbens",25,52
"Val Bercla",4,3000,"","","Festuca_quadriflora",10,52
"Val Bercla",5,3000,"","","Silene_acaulis",10,52
"Val Bercla",5,3000,"","","Silene_acaulis",10,52
"Val Bercla",5,3000,"","","Silene_acaulis",15,52
"Val Bercla",5,3000,"","","Silene_acaulis",50,52
"Val Bercla",5,3000,"","","Silene_acaulis",15,52
"Val Bercla",5,3000,"","","Silene_acaulis",25,52
"Val Bercla",5,3000,"","","Silene_acaulis",10,52
"Val Bercla",5,3000,"","","Silene_acaulis",20,52
"Val Bercla",5,3000,"","","Silene_acaulis",30,52
"Val Bercla",5,3000,"","","Silene_acaulis",45,52
"Val Bercla",5,3000,"","","Silene_acaulis",30,52
"Val Bercla",5,3000,"","","Silene_acaulis",35,52
"Val Bercla",5,3000,"","","Sesleria_coerulea",25,52
"Val Bercla",5,3000,"","","Sesleria_coerulea",25,52
"Val Bercla",5,3000,"","","Sesleria_coerulea",20,52
"Val Bercla",5,3000,"","","Sesleria_coerulea",10,52
"Val Bercla",5,3000,"","","Sesleria_coerulea",15,52
"Val Bercla",5,3000,"","","Sesleria_coerulea",35,52
"Val Bercla",5,3000,"","","Sesleria_coerulea",15,52
"Val Bercla",5,3000,"","","Sesleria_coerulea",70,52
"Val Bercla",5,3000,"","","Dryas_octopetala",25,52
"Val Bercla",5,3000,"","","Dryas_octopetala",95,52
"Val Bercla",5,3000,"","","Dryas_octopetala",30,52
"Val Bercla",5,3000,"","","Dryas_octopetala",10,52
"Val Bercla",5,3000,"","","Dryas_octopetala",25,52
"Val Bercla",5,3000,"","","Dryas_octopetala",15,52
"Val Bercla",5,3000,"","","Dryas_octopetala",20,52
"Val Bercla",5,3000,"","","Dryas_octopetala",70,52
"Val Bercla",5,3000,"","","Dryas_octopetala",25,52
"Val Bercla",5,3000,"","","Dryas_octopetala",40,52
"Val Bercla",5,3000,"","","Dryas_octopetala",55,52
"Val Bercla",5,3000,"","","Dryas_octopetala",10,52
"Camino",1,5000,"265","327","Azorella_madreporica",,58
"Camino",1,5000,"598","650","Azorella_madreporica",,58
"Camino",1,5000,"669","704","Azorella_madreporica",,58
"Camino",1,5000,"1931","2054","Azorella_madreporica",,58
"Camino",1,5000,"2685","2755","Azorella_madreporica",,58
"Camino",1,5000,"3014","3117","Azorella_madreporica",,58
"Camino",2,5000,"228","261","Azorella_madreporica",,58
"Camino",2,5000,"550","591","Azorella_madreporica",,58
"Camino",2,5000,"630","642","Azorella_madreporica",,58
"Camino",2,5000,"788","833","Azorella_madreporica",,58
"Camino",2,5000,"1032","1083","Azorella_madreporica",,58
"Valle Nevado",1,5000,"401","420","Azorella_madreporica",,57
"Elqui",1,5000,"700","810","Azorella madreporica",,59
"Elqui",1,5000,"1225","1273","Adesmia subterranea",,59
"Elqui",1,5000,"1390","1528","Adesmia subterranea",,59
"Elqui",1,5000,"1596","1665","Adesmia subterranea",,59
"Elqui",1,5000,"1682","1945","Azorella madreporica",,59
"Elqui",1,5000,"1926","1945","Adesmia subterranea",,59
"Elqui",1,5000,"2059","2098","Adesmia subterranea",,59
"Elqui",1,5000,"2234","2239","Adesmia subterranea",,59
"Elqui",1,5000,"2442","2487","Adesmia subterranea",,59
"Elqui",1,5000,"2618","2637","Adesmia subterranea",,59
"Elqui",1,5000,"2795","2850","Adesmia subterranea",,59
"Elqui",1,5000,"2859","2898","Adesmia subterranea",,59
"Elqui",1,5000,"2948","3012","Adesmia subterranea",,59
"Elqui",1,5000,"3166","3327","Azorella madreporica",,59
"Elqui",1,5000,"3338","3365","Adesmia subterranea",,59
"Elqui",1,5000,"3634","3711","Adesmia subterranea",,59
"Elqui",1,5000,"3847","3896","Adesmia subterranea",,59
"Elqui",1,5000,"4140","4217","Adesmia subterranea",,59
"Elqui",1,5000,"4246","4328","Adesmia subterranea",,59
"Elqui",1,5000,"4619","4697","Adesmia subterranea",,59
"Elqui",1,5000,"4990","5000","Adesmia subterranea",,59
"Elqui",2,5000,"180","343","Adesmia subterranea",,59
"Elqui",2,5000,"632","658","Adesmia subterranea",,59
"Elqui",2,5000,"868","962","Adesmia subterranea",,59
"Elqui",2,5000,"1557","1683","Adesmia subterranea",,59
"Elqui",2,5000,"2088","2139","Adesmia subterranea",,59
"Elqui",2,5000,"3148","3241","Adesmia subterranea",,59
"Elqui",2,5000,"3293","3321","Adesmia subterranea",,59
"Elqui",2,5000,"3607","3719","Azorella madreporica",,59
"Elqui",2,5000,"3815","3893","Azorella madreporica",,59
"Elqui",2,5000,"4095","4140","Adesmia subterranea",,59
"Elqui",2,5000,"4939","5000","Azorella madreporica",,59
"Elqui",3,5000,"70","104","Azorella madreporica",,59
"Elqui",3,5000,"452","653","Azorella madreporica",,59
"Elqui",3,5000,"745","779","Azorella madreporica",,59
"Elqui",3,5000,"1056","1169","Azorella madreporica",,59
"Valle Nevado",1,5000,"686","775","Azorella_madreporica",,57
"Elqui",3,5000,"1210","1289","Azorella madreporica",,59
"Elqui",3,5000,"1426","1530","Adesmia subterranea",,59
"Elqui",3,5000,"1736","1802","Adesmia subterranea",,59
"Elqui",3,5000,"2014","2067","Adesmia subterranea",,59
"Elqui",3,5000,"2850","2965","Azorella madreporica",,59
"Elqui",3,5000,"3009","3068","Azorella madreporica",,59
"Elqui",3,5000,"3535","3708","Azorella madreporica",,59
"Elqui",3,5000,"3878","3916","Adesmia subterranea",,59
"Elqui",3,5000,"3941","3953","Azorella madreporica",,59
"Elqui",3,5000,"3953","3997","Azorella madreporica",,59
"Elqui",3,5000,"4400","4521","Azorella madreporica",,59
"Elqui",3,5000,"4531","4662","Azorella madreporica",,59
"Elqui",3,5000,"4669","4837","Azorella madreporica",,59
"Elqui",4,5000,"85","229","Adesmia subterranea",,59
"Elqui",4,5000,"638","702","Adesmia subterranea",,59
"Elqui",4,5000,"832","876","Adesmia subterranea",,59
"Elqui",4,5000,"949","1036","Adesmia subterranea",,59
"Elqui",4,5000,"1848","1901","Adesmia subterranea",,59
"Elqui",4,5000,"2213","2286","Azorella madreporica",,59
"Elqui",4,5000,"2385","2424","Adesmia subterranea",,59
"Elqui",4,5000,"2489","2522","Adesmia subterranea",,59
"Elqui",4,5000,"2647","2682","Adesmia subterranea",,59
"Elqui",4,5000,"2716","2778","Adesmia subterranea",,59
"Elqui",4,5000,"2972","3079","Adesmia subterranea",,59
"Elqui",4,5000,"3123","3172","Azorella madreporica",,59
"Elqui",4,5000,"3234","3303","Adesmia subterranea",,59
"Elqui",4,5000,"3347","3454","Adesmia subterranea",,59
"Elqui",4,5000,"3542","3598","Adesmia subterranea",,59
"Elqui",4,5000,"4236","4254","Azorella madreporica",,59
"Elqui",4,5000,"4781","4824","Azorella madreporica",,59
"Elqui",5,5000,"537","693","Adesmia subterranea",,59
"Elqui",5,5000,"891","1002","Adesmia subterranea",,59
"Elqui",5,5000,"1023","1091","Adesmia subterranea",,59
"Elqui",5,5000,"1527","1645","Azorella madreporica",,59
"Elqui",5,5000,"1807","1895","Azorella madreporica",,59
"Elqui",5,5000,"2231","2267","Adesmia subterranea",,59
"Valle Nevado",1,5000,"4661","4720","Azorella_madreporica",,57
"Elqui",5,5000,"2780","2821","Azorella madreporica",,59
"Elqui",5,5000,"3683","3693","Adesmia subterranea",,59
"Elqui",5,5000,"3797","3841","Azorella madreporica",,59
"Elqui",5,5000,"4181","4235","Azorella madreporica",,59
"Elqui",5,5000,"4310","4342","Azorella madreporica",,59
"Elqui",5,5000,"4551","4572","Azorella madreporica",,59
"Elqui",6,5000,"260","280","Adesmia subterranea",,59
"Elqui",6,5000,"554","766","Azorella madreporica",,59
"Elqui",6,5000,"1671","1688","Adesmia subterranea",,59
"Elqui",6,5000,"1690","1767","Azorella madreporica",,59
"Elqui",6,5000,"2231","2275","Adesmia subterranea",,59
"Elqui",6,5000,"2547","2626","Adesmia subterranea",,59
"Elqui",6,5000,"2900","3164","Azorella madreporica",,59
"Elqui",6,5000,"4071","4101","Adesmia subterranea",,59
"Elqui",6,5000,"4702","4735","Adesmia subterranea",,59
"Elqui",6,5000,"4772","4825","Adesmia subterranea",,59
"Elqui",7,5000,"30","61","Adesmia subterranea",,59
"Elqui",7,5000,"319","572","Azorella madreporica",,59
"Elqui",7,5000,"1141","1160","Adesmia subterranea",,59
"Elqui",7,5000,"1295","1323","Adesmia subterranea",,59
"Elqui",7,5000,"1491","1552","Adesmia subterranea",,59
"Elqui",7,5000,"2092","2145","Adesmia subterranea",,59
"Elqui",7,5000,"2170","2227","Azorella madreporica",,59
"Elqui",7,5000,"2280","2341","Azorella madreporica",,59
"Elqui",7,5000,"2372","2420","Adesmia subterranea",,59
"Elqui",7,5000,"2536","2562","Adesmia subterranea",,59
"Elqui",7,5000,"2579","2635","Adesmia subterranea",,59
"Elqui",7,5000,"2670","2720","Adesmia subterranea",,59
"Elqui",7,5000,"2965","3094","Azorella madreporica",,59
"Elqui",7,5000,"3240","3371","Adesmia subterranea",,59
"Elqui",7,5000,"3505","3543","Adesmia subterranea",,59
"Elqui",7,5000,"3781","3865","Adesmia subterranea",,59
"Elqui",7,5000,"3910","4003","Adesmia subterranea",,59
"Elqui",7,5000,"4122","4143","Adesmia subterranea",,59
"Elqui",7,5000,"4251","4274","Adesmia subterranea",,59
"Elqui",7,5000,"4340","4441","Azorella madreporica",,59
"Valle Nevado",2,5000,"248","366","Azorella_madreporica",,57
"Elqui",7,5000,"4562","4610","Adesmia subterranea",,59
"Elqui",8,5000,"165","190","Adesmia subterranea",,59
"Elqui",8,5000,"639","660","Adesmia subterranea",,59
"Elqui",8,5000,"1960","2131","Azorella madreporica",,59
"Elqui",8,5000,"2720","2731","Adesmia subterranea",,59
"Elqui",8,5000,"3085","3176","Adesmia subterranea",,59
"Elqui",8,5000,"3261","3360","Azorella madreporica",,59
"Elqui",8,5000,"3450","3525","Adesmia subterranea",,59
"Elqui",8,5000,"3549","3566","Adesmia subterranea",,59
"Elqui",8,5000,"3732","3792","Adesmia subterranea",,59
"Elqui",8,5000,"4201","4281","Adesmia subterranea",,59
"Elqui",8,5000,"4321","4334","Adesmia subterranea",,59
"Elqui",8,5000,"4440","4477","Adesmia subterranea",,59
"Elqui",8,5000,"4502","4585","Adesmia subterranea",,59
"Elqui",8,5000,"4700","4723","Adesmia subterranea",,59
"Elqui",8,5000,"4740","4765","Adesmia subterranea",,59
"Elqui",8,5000,"4852","5000","Azorella madreporica",,59
"Elqui",9,5000,"434","562","Adesmia subterranea",,59
"Elqui",9,5000,"788","871","Adesmia subterranea",,59
"Elqui",9,5000,"920","960","Adesmia subterranea",,59
"Elqui",9,5000,"1704","1764","Azorella madreporica",,59
"Elqui",9,5000,"1918","1976","Azorella madreporica",,59
"Elqui",9,5000,"2128","2136","Adesmia subterranea",,59
"Elqui",9,5000,"2677","2690","Azorella madreporica",,59
"Elqui",9,5000,"3580","3592","Adesmia subterranea",,59
"Elqui",9,5000,"3694","3710","Azorella madreporica",,59
"Elqui",9,5000,"3920","3941","Adesmia subterranea",,59
"Elqui",9,5000,"4078","4104","Azorella madreporica",,59
"Elqui",9,5000,"4207","4211","Azorella madreporica",,59
"Elqui",9,5000,"4448","4471","Azorella madreporica",,59
"Elqui",10,5000,"438","471","Adesmia subterranea",,59
"Elqui",10,5000,"912","941","Adesmia subterranea",,59
"Elqui",10,5000,"2233","2412","Azorella madreporica",,59
"Elqui",10,5000,"2196","2210","Adesmia subterranea",,59
"Elqui",10,5000,"2561","2655","Adesmia subterranea",,59
"Elqui",10,5000,"2737","2839","Azorella madreporica",,59
"Valle Nevado",2,5000,"473","538","Azorella_madreporica",,57
"Elqui",10,5000,"2926","3004","Adesmia subterranea",,59
"Elqui",10,5000,"3025","3045","Adesmia subterranea",,59
"Elqui",10,5000,"3208","3271","Adesmia subterranea",,59
"Elqui",10,5000,"3299","3323","Azorella madreporica",,59
"Elqui",10,5000,"3499","3551","Azorella madreporica",,59
"Elqui",10,5000,"3677","3760","Adesmia subterranea",,59
"Elqui",10,5000,"3797","3813","Adesmia subterranea",,59
"Elqui",10,5000,"3916","3956","Adesmia subterranea",,59
"Elqui",10,5000,"3978","4064","Adesmia subterranea",,59
"Elqui",10,5000,"4176","4202","Adesmia subterranea",,59
"Elqui",10,5000,"4216","4244","Adesmia subterranea",,59
"Elqui",10,5000,"4328","4479","Azorella madreporica",,59
"Elqui",1,5000,"219","312","Azorella madreporica",,60
"Elqui",1,5000,"752","819","Adesmia subterranea",,60
"Elqui",1,5000,"1014","1094","Azorella madreporica",,60
"Elqui",1,5000,"1438","1512","Adesmia subterranea",,60
"Elqui",1,5000,"1931","1943","Azorella madreporica",,60
"Elqui",1,5000,"2410","2492","Adesmia subterranea",,60
"Elqui",1,5000,"2515","2576","Adesmia subterranea",,60
"Elqui",1,5000,"2862","2915","Adesmia subterranea",,60
"Elqui",1,5000,"3217","3233","Azorella madreporica",,60
"Elqui",1,5000,"3653","3749","Azorella madreporica",,60
"Elqui",1,5000,"3972","4026","Adesmia subterranea",,60
"Elqui",1,5000,"4328","4487","Azorella madreporica",,60
"Elqui",1,5000,"4684","4712","Azorella madreporica",,60
"Elqui",2,5000,"198","243","Azorella madreporica",,60
"Elqui",2,5000,"785","827","Adesmia subterranea",,60
"Elqui",2,5000,"1231","1358","Azorella madreporica",,60
"Elqui",2,5000,"1546","1572","Adesmia subterranea",,60
"Elqui",2,5000,"1993","2056","Azorella madreporica",,60
"Elqui",2,5000,"2189","2235","Azorella madreporica",,60
"Elqui",2,5000,"2349","2402","Azorella madreporica",,60
"Elqui",2,5000,"2402","2471","Adesmia subterranea",,60
"Elqui",2,5000,"2644","2717","Azorella madreporica",,60
"Elqui",2,5000,"3117","3179","Adesmia subterranea",,60
"Elqui",2,5000,"3346","3391","Adesmia subterranea",,60
"Valle Nevado",2,5000,"597","610","Azorella_madreporica",,57
"Elqui",2,5000,"3438","3524","Adesmia subterranea",,60
"Elqui",2,5000,"3792","3848","Azorella madreporica",,60
"Elqui",2,5000,"3968","3999","Azorella madreporica",,60
"Elqui",2,5000,"3999","4069","Adesmia subterranea",,60
"Elqui",2,5000,"4593","4658","Adesmia subterranea",,60
"Elqui",2,5000,"4663","4771","Azorella madreporica",,60
"Elqui",3,5000,"234","295","Azorella madreporica",,60
"Elqui",3,5000,"587","632","Adesmia subterranea",,60
"Elqui",3,5000,"738","823","Adesmia subterranea",,60
"Elqui",3,5000,"810","824","Adesmia subterranea",,60
"Elqui",3,5000,"883","932","Adesmia subterranea",,60
"Elqui",3,5000,"977","1021","Adesmia subterranea",,60
"Elqui",3,5000,"1490","1597","Azorella madreporica",,60
"Elqui",3,5000,"1661","1697","Azorella madreporica",,60
"Elqui",3,5000,"1758","1807","Azorella madreporica",,60
"Elqui",3,5000,"2573","2642","Adesmia subterranea",,60
"Elqui",3,5000,"2803","2946","Azorella madreporica",,60
"Elqui",3,5000,"3228","3292","Adesmia subterranea",,60
"Elqui",3,5000,"3417","3466","Adesmia subterranea",,60
"Elqui",3,5000,"3624","3715","Adesmia subterranea",,60
"Elqui",3,5000,"4062","4111","Adesmia subterranea",,60
"Elqui",3,5000,"4513","4637","Azorella madreporica",,60
"Elqui",4,5000,"95","167","Azorella madreporica",,60
"Elqui",4,5000,"861","919","Azorella madreporica",,60
"Elqui",4,5000,"1164","1228","Adesmia subterranea",,60
"Elqui",4,5000,"1534","1608","Adesmia subterranea",,60
"Elqui",4,5000,"1928","1974","Adesmia subterranea",,60
"Elqui",4,5000,"2287","2428","Azorella madreporica",,60
"Elqui",4,5000,"2472","2536","Adesmia subterranea",,60
"Elqui",4,5000,"2639","2752","Azorella madreporica",,60
"Elqui",4,5000,"2769","2844","Adesmia subterranea",,60
"Elqui",4,5000,"2872","2917","Adesmia subterranea",,60
"Elqui",4,5000,"3142","3209","Adesmia subterranea",,60
"Elqui",4,5000,"3213","3274","Azorella madreporica",,60
"Elqui",4,5000,"3402","3471","Azorella madreporica",,60
"Elqui",4,5000,"4067","4115","Azorella madreporica",,60
"Valle Nevado",2,5000,"1124","1135","Azorella_madreporica",,57
"Elqui",4,5000,"4523","4574","Azorella madreporica",,60
"Elqui",4,5000,"4863","4927","Adesmia subterranea",,60
"Elqui",5,5000,"29","177","Azorella madreporica",,60
"Elqui",5,5000,"269","388","Azorella madreporica",,60
"Elqui",5,5000,"492","537","Adesmia subterranea",,60
"Elqui",5,5000,"869","927","Adesmia subterranea",,60
"Elqui",5,5000,"1096","1135","Adesmia subterranea",,60
"Elqui",5,5000,"1320","1380","Azorella madreporica",,60
"Elqui",5,5000,"1994","2065","Adesmia subterranea",,60
"Elqui",5,5000,"2326","2409","Azorella madreporica",,60
"Elqui",5,5000,"2800","2875","Adesmia subterranea",,60
"Elqui",5,5000,"3773","3865","Azorella madreporica",,60
"Elqui",5,5000,"4361","4395","Azorella madreporica",,60
"Elqui",5,5000,"4427","4462","Adesmia subterranea",,60
"Elqui",5,5000,"4685","4779","Azorella madreporica",,60
"Elqui",5,5000,"4910","4948","Adesmia subterranea",,60
"Elqui",6,5000,"59","178","Azorella madreporica",,60
"Elqui",6,5000,"301","342","Adesmia subterranea",,60
"Elqui",6,5000,"477","518","Adesmia subterranea",,60
"Elqui",6,5000,"636","697","Adesmia subterranea",,60
"Elqui",6,5000,"744","818","Azorella madreporica",,60
"Elqui",6,5000,"865","889","Adesmia subterranea",,60
"Elqui",6,5000,"1006","1112","Adesmia subterranea",,60
"Elqui",6,5000,"1193","1231","Adesmia subterranea",,60
"Elqui",6,5000,"1652","1709","Azorella madreporica",,60
"Elqui",6,5000,"2077","2101","Adesmia subterranea",,60
"Elqui",6,5000,"2655","2698","Adesmia subterranea",,60
"Elqui",6,5000,"2985","3016","Azorella madreporica",,60
"Elqui",6,5000,"3406","3439","Adesmia subterranea",,60
"Elqui",6,5000,"4907","4998","Azorella madreporica",,60
"Elqui",7,5000,"44","97","Adesmia subterranea",,60
"Elqui",7,5000,"517","729","Adesmia subterranea",,60
"Elqui",7,5000,"1657","1682","Adesmia subterranea",,60
"Elqui",7,5000,"2148","2275","Azorella madreporica",,60
"Elqui",7,5000,"2678","2756","Adesmia subterranea",,60
"Elqui",7,5000,"3215","3307","Azorella madreporica",,60
"Valle Nevado",2,5000,"1149","1169","Azorella_madreporica",,57
"Elqui",7,5000,"3472","3515","Adesmia subterranea",,60
"Elqui",7,5000,"3568","3627","Adesmia subterranea",,60
"Elqui",7,5000,"3789","3843","Azorella madreporica",,60
"Elqui",7,5000,"4096","4123","Azorella madreporica",,60
"Elqui",7,5000,"4513","4569","Azorella madreporica",,60
"Elqui",7,5000,"4957","5000","Azorella madreporica",,60
"Elqui",8,5000,"29","122","Azorella madreporica",,60
"Elqui",8,5000,"453","537","Adesmia subterranea",,60
"Elqui",8,5000,"719","849","Azorella madreporica",,60
"Elqui",8,5000,"1160","1239","Azorella madreporica",,60
"Elqui",8,5000,"1462","1505","Adesmia subterranea",,60
"Elqui",8,5000,"2250","2351","Azorella madreporica",,60
"Elqui",8,5000,"2449","2520","Azorella madreporica",,60
"Elqui",8,5000,"3516","3589","Adesmia subterranea",,60
"Elqui",8,5000,"3925","3981","Adesmia subterranea",,60
"Elqui",8,5000,"4115","4194","Adesmia subterranea",,60
"Elqui",8,5000,"4800","4865","Azorella madreporica",,60
"Elqui",9,5000,"72","97","Azorella madreporica",,60
"Elqui",9,5000,"136","190","Azorella madreporica",,60
"Elqui",9,5000,"489","527","Adesmia subterranea",,60
"Elqui",9,5000,"640","718","Adesmia subterranea",,60
"Elqui",9,5000,"742","779","Adesmia subterranea",,60
"Elqui",9,5000,"879","916","Adesmia subterranea",,60
"Elqui",9,5000,"1563","1592","Azorella madreporica",,60
"Elqui",9,5000,"2475","2537","Adesmia subterranea",,60
"Elqui",9,5000,"2705","2841","Azorella madreporica",,60
"Elqui",9,5000,"3130","3187","Adesmia subterranea",,60
"Elqui",9,5000,"3319","3361","Adesmia subterranea",,60
"Elqui",9,5000,"3526","3610","Adesmia subterranea",,60
"Elqui",9,5000,"3964","4006","Adesmia subterranea",,60
"Elqui",9,5000,"4415","4532","Azorella madreporica",,60
"Elqui",10,5000,"585","622","Azorella madreporica",,60
"Elqui",10,5000,"1172","1206","Azorella madreporica",,60
"Elqui",10,5000,"1933","1951","Adesmia subterranea",,60
"Elqui",10,5000,"2380","2435","Azorella madreporica",,60
"Elqui",10,5000,"2576","2614","Adesmia subterranea",,60
"Valle Nevado",2,5000,"1300","1422","Azorella_madreporica",,57
"Elqui",10,5000,"2789","2850","Adesmia subterranea",,60
"Elqui",10,5000,"3031","3096","Azorella madreporica",,60
"Elqui",10,5000,"3504","3558","Adesmia subterranea",,60
"Elqui",10,5000,"3825","3903","Adesmia subterranea",,60
"Elqui",10,5000,"4179","4227","Azorella madreporica",,60
"Elqui",10,5000,"4355","4378","Azorella madreporica",,60
"Elqui",10,5000,"4386","4448","Adesmia subterranea",,60
"Elqui",10,5000,"4980","5037","Adesmia subterranea",,60
"Valle Nevado",2,5000,"2245","2338","Azorella_madreporica",,57
"Valle Nevado",2,5000,"2655","2685","Azorella_madreporica",,57
"Tres Puntas",1,5000,"658","693","Azorella madreporica",,12
"Tres Puntas",1,5000,"1042","1065","Azorella madreporica",,12
"Tres Puntas",1,5000,"2314","2345","Azorella madreporica",,12
"Tres Puntas",1,5000,"2689","2803","Azorella madreporica",,12
"Tres Puntas",1,5000,"3020","3049","Azorella madreporica",,12
"Tres Puntas",1,5000,"3080","3115","Azorella madreporica",,12
"Tres Puntas",1,5000,"3831","3969","Azorella madreporica",,12
"Valle Nevado",2,5000,"3172","3265","Azorella_madreporica",,57
"Tres Puntas",2,5000,"571","623","Azorella madreporica",,12
"Tres Puntas",2,5000,"1125","1159","Azorella madreporica",,12
"Tres Puntas",2,5000,"1483","1519","Azorella madreporica",,12
"Tres Puntas",2,5000,"1838","1895","Azorella madreporica",,12
"Tres Puntas",2,5000,"2147","2222","Azorella madreporica",,12
"Tres Puntas",2,5000,"2279","2310","Azorella madreporica",,12
"Tres Puntas",2,5000,"2320","2340","Azorella madreporica",,12
"Tres Puntas",2,5000,"3564","3619","Azorella madreporica",,12
"Tres Puntas",2,5000,"4314","4378","Azorella madreporica",,12
"Tres Puntas",3,5000,"5","53","Azorella madreporica",,12
"Tres Puntas",3,5000,"1294","1342","Azorella madreporica",,12
"Tres Puntas",3,5000,"1730","1866","Azorella madreporica",,12
"Tres Puntas",3,5000,"2979","3050","Azorella madreporica",,12
"Tres Puntas",3,5000,"3095","3150","Azorella madreporica",,12
"Tres Puntas",3,5000,"3186","3219","Azorella madreporica",,12
"Tres Puntas",3,5000,"3438","3518","Azorella madreporica",,12
"Tres Puntas",3,5000,"3600","3644","Azorella madreporica",,12
"Tres Puntas",3,5000,"3782","3820","Azorella madreporica",,12
"Tres Puntas",3,5000,"3900","3917","Azorella madreporica",,12
"Tres Puntas",4,5000,"50","92","Azorella madreporica",,12
"Tres Puntas",4,5000,"167","215","Azorella madreporica",,12
"Tres Puntas",4,5000,"1230","1236","Azorella madreporica",,12
"Tres Puntas",4,5000,"3077","3114","Azorella madreporica",,12
