Dataset code,site name,cushion species,sample,cushion/open,diam 1 (cm),diam 2 (cm),Androsace chamaejasme,Arenaria ciliata,Artemisia eriantha,Astragalus frigidus,Bartsia alpina,Botrychium lunaria,Campanula alpina,Campanula cochleariifolia,Campanula tatrae,Carex atrata,Carex capillaris,Carex firma,Carex fuliginosa,Carex sempervirens,Cerastium lanatum,Comastoma tenellum,Crepis jacquinii,Delphinium oxysepalum,Doronicum clusii,Draba aizoides,Draba tomentosa,Dryas octopetala,Erigeron alpinus,Erigeron uniflorus,Euphrasia salisburgensis,Euphrasia tatrae,Festuca versicolor,Galium anisophyllon,Gentianella lutescens,Hedysarum hedysaroides,Helianthemum alpestre,Helianthemum grandiflorum,Chamorchis alpina,Ligusticum mutellinoides,Lloydia serotina,Luzula spicata,Minuartia gerardii,Minuartia sedoides,Myosotis alpestris,Oxytropis campestris,Oxytropis carpatica,Oxytropis halleri,Parnassia palustris,Pedicularis oederi,Pedicularis verticillata,Persicaria bistorta,Persicaria vivipara,Phyteuma orbiculare,Poa alpina,Pseudorchis albida,Ranunculus alpestris,Ranunculus breyninus,Ranunculus pseudomontanus,Rhodiola rosea,Salix alpina,Salix herbacea,Salix reticulata,Salix retusa,Saussurea alpina,Saxifraga aizoides,Saxifraga paniculata,Scabiosa lucida,Sedum atratum,Sesleria tatrae,Silene acaulis,Thymus alpestris,Trisetum alpestre,Trisetum flavescens
100,"The Hlupy peak","Minuartia sedoides",12,"open",31,22,,,,,,,,,,,,,,,,,,,,,,,,5,,,10,3,,,,,2,,,,,,,,4,,6,,1,,,,,,,1,,,,,,,,,,,,1,,23,,
100,"The Hlupy peak","Minuartia sedoides",13,"cushion",22,19,4,3,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,1,,5,,,,,,,1,,,,,,,9,,,,,5,,
100,"The Hlupy peak","Minuartia sedoides",13,"open",22,19,,1,,,,,,,,,,,,,,1,,,,,,,,,,,5,10,,,,,,,,,2,,,,4,,,,,,7,,,,,1,,,,,,1,,,6,,,,,8,,
100,"The Hlupy peak","Minuartia sedoides",14,"cushion",23,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,4,,11,,,,,,,,,,,,,,5,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",14,"open",23,20,3,11,,,,,,,,,,,,6,,,1,,,,,,,,,,20,,,,6,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,3,10,,,1,,8,,
100,"The Hlupy peak","Minuartia sedoides",15,"cushion",23.5,16.8,15,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,9,,,,,,1,,,,3,,5,,,,,,,,,,,,,,,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",15,"open",23.5,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,,,,,,,,,,,,,4,,,,1,,4,,,,,,,,,,,,,,,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",16,"cushion",16.5,14.7,12,,,,,,,,,,,,,,,,1,,,,,,,,1,,12,,,,,,,,,,,,,,,,,,2,,3,,,,,,,1,,,,,,,,,,2,,,,
100,"The Hlupy peak","Minuartia sedoides",16,"open",16.5,14.7,7,3,,,,,,,,,,,2,,,,4,,,,,,,,5,,5,,,,1,,,,,,,,,,2,,,,,,4,,,,,3,,2,,,,,,,,,,,,5,,
100,"The Hlupy peak","Minuartia sedoides",17,"cushion",48.2,22.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,1,,,,7,,15,,,,,4,,3,,,,,,,,,,,,10,,
100,"The Hlupy peak","Minuartia sedoides",17,"open",48.2,22.5,19,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,4,,,,5,,,,,,,,,,3,,7,,,,,,,3,,,,,,,,,,,,4,,
100,"The Hlupy peak","Minuartia sedoides",18,"cushion",26,12,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,8,,,,,,,,2,,,,,,,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",18,"open",26,12,,,,,,,,,,2,,,,,,,2,,,,,,,,,,24,,,,,,,,,,,,,,3,,,12,,,14,,,,,,,,13,,,,,2,,,,,,1,,
100,"The Hlupy peak","Minuartia sedoides",19,"cushion",19.5,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,5,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",19,"open",19.5,13,8,,,,,,,,,,,,5,,,,11,,,,,,,,,,,,,,2,,,,4,,,,,,9,,,4,,,4,,,,,1,,,,,,,,,,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",20,"cushion",15,13.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,11,,,,,2,,,,,,,,,,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",20,"open",15,13.5,12,1,,,,,,,,,,10,,,1,,5,,,,,,,,3,,178,3,,,9,,1,,,,,,,,5,,,,,,23,,,,,4,,,,,,,,,6,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",21,"cushion",20.5,14,,,,,,,,1,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",21,"open",20.5,14,2,2,,,,,,,,,,8,1,,,,8,,,,,,,,,,12,10,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",22,"cushion",31,23.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,11,,,,,,,,,,,,37,,,,,3,,,,,,,,,,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",22,"open",31,23.5,,,,,,,,,,,,43,,,1,,,,,,,,,,,,14,,,,3,,,,3,,,,,,5,,,,,,2,,,,,,,2,,,,,,,,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",23,"cushion",33,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,,12,,,,,,,,,,,,,,,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",23,"open",33,22,,,,,,,,,,,,,,,,,9,,,,,,,,,,246,,,,,,,,,,,,,,2,,,,,,5,,,,,2,,7,,,,,,,3,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",24,"cushion",39,16.5,30,,,,,,,,,,,,,1,,,1,,,,,,,,,,23,6,,,,,,,2,,,,,,,,,,7,,9,,,,,1,,1,,,,,,,,,,7,,,,
100,"The Hlupy peak","Minuartia sedoides",24,"open",39,16.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,1,,,,,,,,,,,,,,,5,,4,,,,,1,,,,,,,,,,,,6,,,,
100,"The Hlupy peak","Minuartia sedoides",25,"cushion",35.5,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,8,,
100,"The Hlupy peak","Minuartia sedoides",25,"open",35.5,17,,3,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,2,,,,,,,1,,,,,,,1,,,1,,,,
100,"The Hlupy peak","Minuartia sedoides",26,"cushion",78,19.5,62,1,,,,,,,,,2,,,2,,,5,,,,,,,,3,,37,25,,,1,,,,,,,,,,22,,,,,,33,,,,,1,,,,,,,,,,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",26,"open",78,19.5,11,4,,,,,,,,,,,,,,,6,,,,,,,,1,,21,,,,7,,,,,,,,,,8,,,,,,25,,,,,2,,,,,,,,,1,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",27,"cushion",18.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",27,"open",18.5,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",28,"cushion",16.5,11.5,,,,,,1,,,2,,,,,,,,,,,,,,,,,,5,15,,,,,,,18,,,,,,7,,,,1,,1,,,,,3,,1,,,,,,,,,,,,,,
100,"The Hlupy peak","Minuartia sedoides",28,"open",16.5,11.5,,7,,,,,,,,,,,,,2,1,,,,,,,,,,,3,13,,,,,,,,,,,,,4,,,,1,,2,,,,,1,,1,,,,,,,1,,,,,13,,
100,"The Hlupy peak","Minuartia sedoides",29,"cushion",31,23,30,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,22,,,,,,,,,,,,2,,,,,4,,4,,,,,,,4,,,1,,5,,
100,"The Hlupy peak","Minuartia sedoides",29,"open",31,23,3,3,,,,3,,,1,,,,,9,2,,,,,,,,,,,,37,,,,7,,,,,,,,,,1,,4,,,,9,,,,,1,,,,,,,,,,,,12,,17,,
100,"The Hlupy peak","Minuartia sedoides",30,"cushion",19.5,10.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,
100,"The Hlupy peak","Minuartia sedoides",30,"open",19.5,10.5,,,,,,,,,,,,,,,,1,,,,,,,,,2,,3,,,,,,,1,6,,,,,,,,4,,1,,7,,,,,3,,1,,,,,,,,,,2,,,,
100,"The Hlupy peak","Minuartia sedoides",31,"cushion",26,19.5,7,4,,,,,,,,,,,,,,1,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,7,,,,,1,,1,,,,,,,,,,9,,12,,
100,"The Hlupy peak","Minuartia sedoides",31,"open",26,19.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,,,,,,,,,,,,,1,,,,2,,6,,,,,1,,,,,,,,,,,,3,,7,,
100,"The Hlupy peak","Minuartia sedoides",32,"cushion",20,18.5,10,,,,,,,,4,,,,,,,,,,,,,,,,,,33,,,,,,,,1,,,,,,,,,,3,,8,,,,,2,,,,,,,,,,,,4,,1,,
100,"The Hlupy peak","Minuartia sedoides",32,"open",20,18.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,2,,9,,,,,2,,,,,,,,,,,,,,,,
