site,cushion sp,cushion/open,rep,soil moist,SOM,penetration (mm),Dataset code
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",2,10.64333313,6.942,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",3,11.58382217,5.961,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",3,10.53501794,6.811,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",4,11.96721874,11.136,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",4,12.18505647,11.394,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",5,4.055197363,7.357,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",5,11.92831854,5.71,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",6,5.341880342,5.036,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",6,3.932402566,4.729,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",7,3.550483436,7.303,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",7,9.000042898,5.525,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",8,2.237885935,6.958,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",8,6.465049929,7.546,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",9,4.067024565,6.805,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",9,3.86430742,6.414,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",10,5.113454778,7.613,50,84
"Qilian Shan","Rhodiola juparensis (Frod.) S.H.Fu ","cushion",10,7.033068326,7.077,50,84
"Benasque 1","Saponaria_caespitosa","open",7,,,,73
"China","Arenaria sp.","cushion",1,9.181194305,3.438040163,1.5,49
"China","Arenaria sp.","cushion",1,9.826022786,3.411766031,1,49
"China","Arenaria sp.","cushion",1,,,2,49
"China","Arenaria sp.","cushion",1,,,2,49
"China","Arenaria sp.","cushion",1,,,2,49
"China","Arenaria sp.","cushion",2,4.40202857,2.472012129,1,49
"China","Arenaria sp.","cushion",2,6.952206985,3.054489188,1,49
"China","Arenaria sp.","cushion",2,,,1,49
"China","Arenaria sp.","cushion",2,,,1.5,49
"China","Arenaria sp.","cushion",2,,,2.5,49
"China","Arenaria sp.","cushion",3,6.909997221,3.283992407,1,49
"China","Arenaria sp.","cushion",3,7.026484949,3.275718245,1,49
"China","Arenaria sp.","cushion",3,,,1,49
"China","Arenaria sp.","cushion",3,,,2,49
"China","Arenaria sp.","cushion",3,,,3.5,49
"China","Arenaria sp.","cushion",4,8.134792257,2.727567692,1,49
"China","Arenaria sp.","cushion",4,8.656381187,3.202859528,1,49
"China","Arenaria sp.","cushion",4,,,1,49
"China","Arenaria sp.","cushion",4,,,1.5,49
"China","Arenaria sp.","cushion",4,,,1.5,49
"China","Arenaria sp.","cushion",5,8.77263394,2.018777864,1,49
"China","Arenaria sp.","cushion",5,9.378016928,2.403742829,1.5,49
"China","Arenaria sp.","cushion",5,,,2,49
"China","Arenaria sp.","cushion",5,,,2,49
"China","Arenaria sp.","cushion",5,,,2.5,49
"China","Arenaria sp.","cushion",6,6.684674568,2.87709253,1,49
"China","Arenaria sp.","cushion",6,9.301482071,3.483899821,1,49
"China","Arenaria sp.","cushion",6,,,1.5,49
"China","Arenaria sp.","cushion",6,,,1.5,49
"China","Arenaria sp.","cushion",6,,,2,49
"China","Arenaria sp.","cushion",7,10.64988119,2.560292394,1,49
"China","Arenaria sp.","cushion",7,11.48762745,3.121542276,1,49
"China","Arenaria sp.","cushion",7,,,1.5,49
"China","Arenaria sp.","cushion",7,,,2,49
"China","Arenaria sp.","cushion",7,,,2.5,49
"China","Arenaria sp.","cushion",8,8.540440238,3.210298898,1,49
"China","Arenaria sp.","cushion",8,9.359986419,3.219684514,1,49
"China","Arenaria sp.","cushion",8,,,1.5,49
"Benasque 1","Saponaria_caespitosa","open",8,,,,73
"China","Arenaria sp.","cushion",8,,,1.5,49
"China","Arenaria sp.","cushion",8,,,2,49
"China","Arenaria sp.","cushion",9,,,1.5,49
"China","Arenaria sp.","cushion",9,,,2,49
"China","Arenaria sp.","cushion",9,,,2,49
"China","Arenaria sp.","cushion",9,,,2,49
"China","Arenaria sp.","cushion",9,,,2,49
"China","Arenaria sp.","cushion",10,9.436374869,2.304877079,1.5,49
"China","Arenaria sp.","cushion",10,10.43227962,2.995196926,1.5,49
"China","Arenaria sp.","cushion",10,,,2,49
"China","Arenaria sp.","cushion",10,,,2,49
"China","Arenaria sp.","cushion",10,,,2.5,49
"China","Arenaria sp.","open",1,8.036898125,2.668636227,,49
"China","Arenaria sp.","open",1,8.332465368,1.650148784,,49
"China","Arenaria sp.","open",2,5.578297648,2.170783032,,49
"China","Arenaria sp.","open",2,8.304551867,2.931984199,,49
"China","Arenaria sp.","open",3,7.071701167,4.813697616,,49
"China","Arenaria sp.","open",3,6.619604373,2.909085481,,49
"China","Arenaria sp.","open",4,7.040179975,3.048323823,,49
"China","Arenaria sp.","open",4,8.30794772,1.667080724,,49
"China","Arenaria sp.","open",5,12.76647174,1.77170418,,49
"China","Arenaria sp.","open",5,8.507106815,2.905297992,,49
"China","Arenaria sp.","open",6,8.230242224,3.207721241,,49
"China","Arenaria sp.","open",6,6.835642736,2.688279172,,49
"China","Arenaria sp.","open",7,19.59066707,3.3484221,,49
"China","Arenaria sp.","open",7,19.31454247,3.235302893,,49
"China","Arenaria sp.","open",8,13.3502252,4.046768362,,49
"China","Arenaria sp.","open",8,12.70534907,3.259168014,,49
"China","Arenaria sp.","open",10,8.262802374,3.332593374,,49
"China","Arenaria sp.","open",10,10.52539223,3.191908577,,49
"Ny-Ålesund","Silene acaulis","Cushion",1,23.27057793,7.277097902,1,50
"Ny-Ålesund","Silene acaulis","Cushion",2,20.73458679,3.536399303,7,50
"Ny-Ålesund","Silene acaulis","Cushion",3,9.16001994,1.58106961,6,50
"Ny-Ålesund","Silene acaulis","Cushion",4,32.57334747,11.10801471,5,50
"Ny-Ålesund","Silene acaulis","Cushion",5,18.72265231,3.647930424,1,50
"Ny-Ålesund","Silene acaulis","Cushion",6,13.75119115,3.06209394,4,50
"Ny-Ålesund","Silene acaulis","Cushion",7,14.79103178,2.961364974,3,50
"Benasque 1","Saponaria_caespitosa","open",9,,,,73
"Ny-Ålesund","Silene acaulis","Cushion",8,10.70636468,2.690483578,9,50
"Ny-Ålesund","Silene acaulis","Cushion",9,9.851046989,2.649006623,3,50
"Ny-Ålesund","Silene acaulis","Cushion",10,6.859894016,1.270767405,4,50
"Ny-Ålesund","Silene acaulis","bare",1,26.71267127,7.533276692,,50
"Ny-Ålesund","Silene acaulis","bare",2,15.72132803,3.396248743,,50
"Ny-Ålesund","Silene acaulis","bare",3,13.21713341,2.663573086,,50
"Ny-Ålesund","Silene acaulis","bare",4,10.65298989,1.814867328,,50
"Ny-Ålesund","Silene acaulis","bare",5,7.985552554,1.220023283,,50
"Ny-Ålesund","Silene acaulis","Other species",1,34.38519171,8.13559322,,50
"Ny-Ålesund","Silene acaulis","Other species",2,7.890423788,1.688299473,,50
"Ny-Ålesund","Silene acaulis","Other species",3,7.398980444,1.309377018,,50
"Ny-Ålesund","Silene acaulis","Other species",4,13.51894926,1.360781577,,50
"Ny-Ålesund","Silene acaulis","Other species",5,16.16857343,3.609242469,,50
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","cushion",1,4.57,2.73,12,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","cushion",2,6.12,2.42,16,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","cushion",3,5.98,3.49,18,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","cushion",4,7.88,4.84,12,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","cushion",5,3.76,2.75,12,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","cushion",6,4.88,4.08,16,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","cushion",7,5.65,2.54,10,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","cushion",8,5.03,2.34,18,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","cushion",9,9.84,3.53,12,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","cushion",10,5.48,3.97,16,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","open",1,5.35,1.97,,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","open",2,4.51,2.61,,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","open",3,5.39,4.14,,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","open",4,1.75,4.22,,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","open",5,5.28,2.45,,77
"Benasque 1","Saponaria_caespitosa","open",10,,,,73
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","open",6,5.29,2.7,,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","open",7,9.12,3.24,,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","open",8,4.71,2.93,,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","open",9,1.81,1.56,,77
"Sierra Nevada1","Arenaria_tetraquetra_amabilis","open",10,4.69,3.3,,77
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","cushion",1,14.32,3.35,3.6,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","cushion",2,8.52,2.14,4.4,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","cushion",3,7.19,2.19,2.6,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","cushion",4,8.82,2.45,2.8,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","cushion",5,8.32,2.81,1.8,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","cushion",6,10.57,4.81,1.6,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","cushion",7,8.66,2.51,1.6,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","cushion",8,7.77,3.44,1.8,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","cushion",9,5.32,1.98,2.4,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","cushion",10,10.25,5.72,3,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","open",1,6.67,2.06,,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","open",2,6.61,1.83,,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","open",3,3.12,1.21,,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","open",4,7.74,3.53,,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","open",5,2.74,2.71,,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","open",6,4.44,1.52,,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","open",7,6.27,2.1,,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","open",8,7.16,2,,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","open",9,5.78,1.84,,78
"Sierra Nevada2","Arenaria_tetraquetra_amabilis","open",10,8.37,2.91,,78
"Val Bercla","Silene acaulis","cushion",1,0.29,,,52
"Val Bercla","Silene acaulis","cushion",2,0.3,,,52
"Val Bercla","Silene acaulis","cushion",3,0.35,,,52
"Val Bercla","Silene acaulis","cushion",4,0.43,,,52
"Val Bercla","Silene acaulis","cushion",5,0.43,,,52
"Val Bercla","Silene acaulis","cushion",6,0.35,,,52
"Val Bercla","Silene acaulis","cushion",7,0.22,,,52
"Val Bercla","Silene acaulis","cushion",8,0.48,,,52
"Val Bercla","Silene acaulis","cushion",9,0.34,,,52
"Val Bercla","Silene acaulis","cushion",10,0.28,,,52
"Val Bercla","Silene acaulis","open",1,0.3,,,52
"Val Bercla","Silene acaulis","open",2,0.16,,,52
"Val Bercla","Silene acaulis","open",3,0.23,,,52
"Val Bercla","Silene acaulis","open",4,0.21,,,52
"Sierra Nevada3","Arenaria_tetraquetra_amabilis","cushion",1,1.25,1.64,6.4,79
"Sierra Nevada3","Arenaria_tetraquetra_amabilis","cushion",2,1.81,2.02,4.2,79
"Sierra Nevada3","Arenaria_tetraquetra_amabilis","cushion",3,3.43,5.34,5.2,79
"Sierra Nevada3","Arenaria_tetraquetra_amabilis","cushion",4,1.94,1.91,4.2,79
"Sierra Nevada3","Arenaria_tetraquetra_amabilis","cushion",5,1.56,2.54,5.8,79
"Sierra Nevada3","Arenaria_tetraquetra_amabilis","cushion",6,1.91,2.4,5.2,79
"Sierra Nevada3","Arenaria_tetraquetra_amabilis","cushion",7,2.21,2.91,4.2,79
"Sierra Nevada3","Arenaria_tetraquetra_amabilis","cushion",8,1.83,2.71,3.6,79
"Sierra Nevada3","Arenaria_tetraquetra_amabilis","cushion",9,2.06,3.03,2.6,79
"Sierra Nevada3","Arenaria_tetraquetra_amabilis","cushion",10,1.66,2.12,3,79
"Sierra Nevada3","Arenaria_tetraquetra_amabilis","open",1,0.29,1.87,,79
"Sierra Nevada3","Arenaria_tetraquetra_amabilis","open",2,0.51,1.68,,79
"Sierra Nevada3","Arenaria_tetraquetra_amabilis","open",3,0.57,2.02,,79
"Sierra Nevada3","Arenaria_tetraquetra_amabilis","open",4,0.6,2.01,,79
"Sierra Nevada3","Arenaria_tetraquetra_amabilis","open",5,0.61,2.64,,79
"Sierra Nevada3","Plantago_holosteum","cushion",3,0.85,2.55,9.4,81
"Sierra Nevada3","Plantago_holosteum","cushion",4,1.33,3.19,6.6,81
"Sierra Nevada3","Plantago_holosteum","cushion",5,0.94,2.54,8.2,81
"Sierra Nevada3","Plantago_holosteum","cushion",6,0.16,2.52,9.6,81
"Sierra Nevada3","Plantago_holosteum","cushion",7,,,8.6,81
"Sierra Nevada3","Plantago_holosteum","cushion",8,,,8.4,81
"Sierra Nevada3","Plantago_holosteum","cushion",9,,,14,81
"Sierra Nevada3","Plantago_holosteum","cushion",10,,,5.6,81
"Sierra Nevada3","Plantago_holosteum","open",1,0.29,1.87,,81
"Sierra Nevada3","Plantago_holosteum","open",2,0.51,1.68,,81
"Sierra Nevada3","Plantago_holosteum","open",3,0.57,2.02,,81
"Sierra Nevada3","Plantago_holosteum","open",4,0.6,2.01,,81
"Sierra Nevada3","Plantago_holosteum","open",5,0.61,2.64,,81
"Sierra Nevada3","Plantago_holosteum","open",6,0.56,3.26,,81
"Sierra Nevada3","Plantago_holosteum","open",7,0.66,3.21,,81
"Sierra Nevada3","Plantago_holosteum","open",8,1.32,2.59,,81
"Sierra Nevada3","Plantago_holosteum","open",9,0.91,2.12,,81
"Sierra Nevada3","Plantago_holosteum","open",10,0.57,2.28,,81
"Dolomites 1","Carex firna","cushion",1,,,3,90
"Dolomites 1","Carex firna","cushion",1,,,2,90
"Dolomites 1","Carex firna","cushion",1,,,6,90
"Dolomites 1","Carex firna","cushion",1,,,5,90
"Dolomites 1","Carex firna","cushion",1,,,6,90
"Dolomites 1","Carex firna","cushion",2,,,11,90
"Dolomites 1","Carex firna","cushion",2,,,5,90
"Dolomites 1","Carex firna","cushion",2,,,4,90
"Dolomites 1","Carex firna","cushion",2,,,13,90
"Dolomites 1","Carex firna","cushion",2,,,15,90
"Dolomites 1","Carex firna","cushion",3,,,12,90
"Dolomites 1","Carex firna","cushion",3,,,12,90
"Dolomites 1","Carex firna","cushion",3,,,10,90
"Dolomites 1","Carex firna","cushion",3,,,9,90
"Dolomites 1","Carex firna","cushion",3,,,10,90
"Dolomites 1","Carex firna","cushion",4,,,12,90
"Dolomites 1","Carex firna","cushion",4,,,12,90
"Dolomites 1","Carex firna","cushion",4,,,10,90
"Dolomites 1","Carex firna","cushion",4,,,9,90
"Dolomites 1","Carex firna","cushion",4,,,10,90
"Dolomites 1","Carex firna","cushion",5,,,15,90
"Dolomites 1","Carex firna","cushion",5,,,6,90
"Dolomites 1","Carex firna","cushion",5,,,8,90
"Dolomites 1","Carex firna","cushion",5,,,15,90
"Dolomites 1","Carex firna","cushion",5,,,12,90
"Dolomites 1","Carex firna","cushion",6,,,9,90
"Dolomites 1","Carex firna","cushion",6,,,7,90
"Dolomites 1","Carex firna","cushion",6,,,6,90
"Dolomites 1","Carex firna","cushion",6,,,10,90
"Dolomites 1","Carex firna","cushion",6,,,8,90
"Dolomites 1","Carex firna","cushion",7,,,10,90
"Dolomites 1","Carex firna","cushion",7,,,2,90
"Dolomites 1","Carex firna","cushion",7,,,11,90
"Dolomites 1","Carex firna","cushion",7,,,4,90
"Dolomites 1","Carex firna","cushion",7,,,4,90
"Dolomites 1","Carex firna","cushion",8,,,9,90
"Dolomites 1","Carex firna","cushion",8,,,11,90
"Dolomites 1","Carex firna","cushion",8,,,12,90
"Dolomites 1","Carex firna","cushion",8,,,8,90
"Dolomites 1","Carex firna","cushion",8,,,6,90
"Dolomites 1","Carex firna","cushion",9,,,3,90
"Dolomites 1","Carex firna","cushion",9,,,5,90
"Dolomites 1","Carex firna","cushion",9,,,12,90
"Dolomites 1","Carex firna","cushion",9,,,2,90
"Dolomites 1","Carex firna","cushion",9,,,6,90
"Dolomites 1","Carex firna","cushion",10,,,9,90
"Dolomites 1","Carex firna","cushion",10,,,3,90
"Dolomites 1","Carex firna","cushion",10,,,9,90
"Dolomites 1","Carex firna","cushion",10,,,8,90
"Dolomites 1","Carex firna","cushion",10,,,6,90
"Dolomites2","Silene acaulis","cushion",1,,,2,91
"Dolomites2","Silene acaulis","cushion",1,,,2,91
"Dolomites2","Silene acaulis","cushion",1,,,2,91
"Dolomites2","Silene acaulis","cushion",1,,,2,91
"Dolomites2","Silene acaulis","cushion",1,,,3,91
"Dolomites2","Silene acaulis","cushion",2,,,2,91
"Dolomites2","Silene acaulis","cushion",2,,,2,91
"Dolomites2","Silene acaulis","cushion",2,,,3,91
"Dolomites2","Silene acaulis","cushion",2,,,3,91
"Dolomites2","Silene acaulis","cushion",2,,,3,91
"Dolomites2","Silene acaulis","cushion",3,,,4,91
"Dolomites2","Silene acaulis","cushion",3,,,2,91
"Dolomites2","Silene acaulis","cushion",3,,,3,91
"Dolomites2","Silene acaulis","cushion",3,,,3,91
"Dolomites2","Silene acaulis","cushion",3,,,3,91
"Dolomites2","Silene acaulis","cushion",4,,,5,91
"Dolomites2","Silene acaulis","cushion",4,,,6,91
"Dolomites2","Silene acaulis","cushion",4,,,5,91
"Dolomites2","Silene acaulis","cushion",4,,,3,91
"Dolomites2","Silene acaulis","cushion",4,,,5,91
"Dolomites2","Silene acaulis","cushion",5,,,4,91
"Dolomites2","Silene acaulis","cushion",5,,,5,91
"Dolomites2","Silene acaulis","cushion",5,,,4,91
"Dolomites2","Silene acaulis","cushion",5,,,4,91
"Dolomites2","Silene acaulis","cushion",5,,,4,91
"Dolomites2","Silene acaulis","cushion",6,,,3,91
"Dolomites2","Silene acaulis","cushion",6,,,3,91
"Dolomites2","Silene acaulis","cushion",6,,,4,91
"Dolomites2","Silene acaulis","cushion",6,,,3,91
"Dolomites2","Silene acaulis","cushion",6,,,4,91
"Dolomites2","Silene acaulis","cushion",7,,,5,91
"Dolomites2","Silene acaulis","cushion",7,,,5,91
"Dolomites2","Silene acaulis","cushion",7,,,5,91
"Dolomites2","Silene acaulis","cushion",7,,,7,91
"Dolomites2","Silene acaulis","cushion",7,,,5,91
"Dolomites2","Silene acaulis","cushion",8,,,4,91
"Dolomites2","Silene acaulis","cushion",8,,,4,91
"Dolomites2","Silene acaulis","cushion",8,,,3,91
"Dolomites2","Silene acaulis","cushion",8,,,5,91
"Dolomites2","Silene acaulis","cushion",8,,,4,91
"Dolomites2","Silene acaulis","cushion",9,,,8,91
"Dolomites2","Silene acaulis","cushion",9,,,5,91
"Dolomites2","Silene acaulis","cushion",9,,,5,91
"Dolomites2","Silene acaulis","cushion",9,,,6,91
"Dolomites2","Silene acaulis","cushion",9,,,6,91
"Dolomites2","Silene acaulis","cushion",10,,,2,91
"Dolomites2","Silene acaulis","cushion",10,,,2,91
"Dolomites2","Silene acaulis","cushion",10,,,4,91
"Dolomites2","Silene acaulis","cushion",10,,,3,91
"Dolomites2","Silene acaulis","cushion",10,,,2,91
"Dolomites 3","Minuartia","cushion",1,,,1,92
"Dolomites 3","Minuartia","cushion",1,,,2,92
"Dolomites 3","Minuartia","cushion",1,,,1,92
"Dolomites 3","Minuartia","cushion",1,,,1,92
"Dolomites 3","Minuartia","cushion",1,,,1,92
"Dolomites 3","Minuartia","cushion",2,,,2,92
"Dolomites 3","Minuartia","cushion",2,,,1,92
"Dolomites 3","Minuartia","cushion",2,,,1,92
"Dolomites 3","Minuartia","cushion",2,,,1,92
"Dolomites 3","Minuartia","cushion",2,,,2,92
"Dolomites 3","Minuartia","cushion",3,,,1,92
"Dolomites 3","Minuartia","cushion",3,,,1,92
"Dolomites 3","Minuartia","cushion",3,,,1,92
"Dolomites 3","Minuartia","cushion",3,,,2,92
"Dolomites 3","Minuartia","cushion",3,,,1,92
"Dolomites 3","Minuartia","cushion",4,,,1,92
"Dolomites 3","Minuartia","cushion",4,,,1,92
"Dolomites 3","Minuartia","cushion",4,,,2,92
"Dolomites 3","Minuartia","cushion",4,,,2,92
"Dolomites 3","Minuartia","cushion",4,,,1,92
"Dolomites 3","Minuartia","cushion",5,,,1,92
"Dolomites 3","Minuartia","cushion",5,,,1,92
"Dolomites 3","Minuartia","cushion",5,,,2,92
"Dolomites 3","Minuartia","cushion",5,,,2,92
"Dolomites 3","Minuartia","cushion",5,,,1,92
"Dolomites 3","Minuartia","cushion",6,,,1,92
"Dolomites 3","Minuartia","cushion",6,,,1,92
"Dolomites 3","Minuartia","cushion",6,,,1,92
"Dolomites 3","Minuartia","cushion",6,,,1,92
"Dolomites 3","Minuartia","cushion",6,,,1,92
"Dolomites 3","Minuartia","cushion",7,,,2,92
"Dolomites 3","Minuartia","cushion",7,,,1,92
"Dolomites 3","Minuartia","cushion",7,,,1,92
"Dolomites 3","Minuartia","cushion",7,,,1,92
"Dolomites 3","Minuartia","cushion",7,,,2,92
"Dolomites 3","Minuartia","cushion",8,,,1,92
"Dolomites 3","Minuartia","cushion",8,,,1,92
"Dolomites 3","Minuartia","cushion",8,,,1,92
"Dolomites 3","Minuartia","cushion",8,,,1,92
"Dolomites 3","Minuartia","cushion",8,,,1,92
"Dolomites 3","Minuartia","cushion",9,,,1,92
"Dolomites 3","Minuartia","cushion",9,,,2,92
"Dolomites 3","Minuartia","cushion",9,,,1,92
"Dolomites 3","Minuartia","cushion",9,,,1,92
"Dolomites 3","Minuartia","cushion",9,,,1,92
"Dolomites 3","Minuartia","cushion",10,,,2,92
"Dolomites 3","Minuartia","cushion",10,,,2,92
"Dolomites 3","Minuartia","cushion",10,,,2,92
"Dolomites 3","Minuartia","cushion",10,,,2,92
"Dolomites 3","Minuartia","cushion",10,,,1,92
"Dolomites 4","Cerastium alpinum","cushion",1,,,5,93
"Dolomites 4","Cerastium alpinum","cushion",1,,,11,93
"Dolomites 4","Cerastium alpinum","cushion",1,,,8,93
"Dolomites 4","Cerastium alpinum","cushion",1,,,3,93
"Dolomites 4","Cerastium alpinum","cushion",1,,,7,93
"Dolomites 4","Cerastium alpinum","cushion",2,,,3,93
"Dolomites 4","Cerastium alpinum","cushion",2,,,3,93
"Dolomites 4","Cerastium alpinum","cushion",2,,,4,93
"Dolomites 4","Cerastium alpinum","cushion",2,,,5,93
"Dolomites 4","Cerastium alpinum","cushion",2,,,3,93
"Dolomites 4","Cerastium alpinum","cushion",3,,,10,93
"Dolomites 4","Cerastium alpinum","cushion",3,,,15,93
"Dolomites 4","Cerastium alpinum","cushion",3,,,8,93
"Dolomites 4","Cerastium alpinum","cushion",3,,,8,93
"Dolomites 4","Cerastium alpinum","cushion",3,,,18,93
"Dolomites 4","Cerastium alpinum","cushion",4,,,10,93
"Dolomites 4","Cerastium alpinum","cushion",4,,,15,93
"Dolomites 4","Cerastium alpinum","cushion",4,,,10,93
"Dolomites 4","Cerastium alpinum","cushion",4,,,8,93
"Dolomites 4","Cerastium alpinum","cushion",4,,,8,93
"Dolomites 4","Cerastium alpinum","cushion",5,,,5,93
"Dolomites 4","Cerastium alpinum","cushion",5,,,15,93
"Dolomites 4","Cerastium alpinum","cushion",5,,,10,93
"Dolomites 4","Cerastium alpinum","cushion",5,,,10,93
"Dolomites 4","Cerastium alpinum","cushion",5,,,9,93
"Dolomites 4","Cerastium alpinum","cushion",6,,,5,93
"Dolomites 4","Cerastium alpinum","cushion",6,,,8,93
"Dolomites 4","Cerastium alpinum","cushion",6,,,5,93
"Dolomites 4","Cerastium alpinum","cushion",6,,,4,93
"Dolomites 4","Cerastium alpinum","cushion",6,,,4,93
"Dolomites 4","Cerastium alpinum","cushion",7,,,9,93
"Dolomites 4","Cerastium alpinum","cushion",7,,,6,93
"Dolomites 4","Cerastium alpinum","cushion",7,,,10,93
"Dolomites 4","Cerastium alpinum","cushion",7,,,5,93
"Dolomites 4","Cerastium alpinum","cushion",7,,,4,93
"Dolomites 4","Cerastium alpinum","cushion",8,,,10,93
"Dolomites 4","Cerastium alpinum","cushion",8,,,3,93
"Dolomites 4","Cerastium alpinum","cushion",8,,,5,93
"Dolomites 4","Cerastium alpinum","cushion",8,,,3,93
"Dolomites 4","Cerastium alpinum","cushion",8,,,4,93
"Dolomites 4","Cerastium alpinum","cushion",9,,,5,93
"Dolomites 4","Cerastium alpinum","cushion",9,,,10,93
"Dolomites 4","Cerastium alpinum","cushion",9,,,8,93
"Dolomites 4","Cerastium alpinum","cushion",9,,,5,93
"Dolomites 4","Cerastium alpinum","cushion",9,,,5,93
"Dolomites 4","Cerastium alpinum","cushion",10,,,10,93
"Dolomites 4","Cerastium alpinum","cushion",10,,,5,93
"Dolomites 4","Cerastium alpinum","cushion",10,,,5,93
"Dolomites 4","Cerastium alpinum","cushion",10,,,2,93
"Dolomites 4","Cerastium alpinum","cushion",10,,,10,93
"Dolomites 5","Silene acaulis","cushion",1,,,3,94
"Dolomites 5","Silene acaulis","cushion",1,,,2,94
"Dolomites 5","Silene acaulis","cushion",1,,,2,94
"Dolomites 5","Silene acaulis","cushion",1,,,2,94
"Dolomites 5","Silene acaulis","cushion",1,,,2,94
"Dolomites 5","Silene acaulis","cushion",2,,,2,94
"Dolomites 5","Silene acaulis","cushion",2,,,3,94
"Dolomites 5","Silene acaulis","cushion",2,,,2,94
"Dolomites 5","Silene acaulis","cushion",2,,,2,94
"Dolomites 5","Silene acaulis","cushion",2,,,2,94
"Dolomites 5","Silene acaulis","cushion",3,,,2,94
"Dolomites 5","Silene acaulis","cushion",3,,,3,94
"Dolomites 5","Silene acaulis","cushion",3,,,2,94
"Dolomites 5","Silene acaulis","cushion",3,,,4,94
"Dolomites 5","Silene acaulis","cushion",3,,,2,94
"Dolomites 5","Silene acaulis","cushion",4,,,2,94
"Dolomites 5","Silene acaulis","cushion",4,,,1,94
"Dolomites 5","Silene acaulis","cushion",4,,,3,94
"Dolomites 5","Silene acaulis","cushion",4,,,3,94
"Dolomites 5","Silene acaulis","cushion",4,,,2,94
"Dolomites 5","Silene acaulis","cushion",5,,,4,94
"Dolomites 5","Silene acaulis","cushion",5,,,5,94
"Dolomites 5","Silene acaulis","cushion",5,,,3,94
"Dolomites 5","Silene acaulis","cushion",5,,,4,94
"Dolomites 5","Silene acaulis","cushion",5,,,5,94
"Dolomites 5","Silene acaulis","cushion",6,,,5,94
"Dolomites 5","Silene acaulis","cushion",6,,,3,94
"Dolomites 5","Silene acaulis","cushion",6,,,5,94
"Dolomites 5","Silene acaulis","cushion",6,,,4,94
"Dolomites 5","Silene acaulis","cushion",6,,,3,94
